b'#India doesn\\u2019t want another Gujarat 2002.\\nStop #DelhiViolence #DelhiPolice act like a public servant and arrest tho\\u2026 https://t.co/fz4f2aesD3',b'1232037994053369859',b'Bhavna GV',b'gorabhavna',b'World Citizen',"b'Producer- @ilmmovie | Associate Producer- @mantrathemovie | Co-Producer- @MaadathyTheFilm |Entrepreneur|Philanthropist|Writer- Maiya, Vittil'",b'866',b'289',b'17',b'4102',b'3366',b'False',b'False',b'False',b'False',b'2010-08-18 13:57:31'
b'Dalli raand #DelhiPolice',b'1232037065308725254',b'Ayaan Ahmad Khan',b'Ayaan_AhmadKhan',"b'Rajaji Nagar, Bengaluru'",b'I\\u2019m real and I hope some of my followers are too',b'185',b'109',b'0',b'3629',b'7605',b'False',b'False',b'True',b'False',b'2016-01-09 15:40:35'
b'#DelhiViolence #DelhiPolice #DelhiIsBurning https://t.co/B6LhycuzJz',b'1232037037022294016',b'Fasahat Abidi',b'AbidiFasahat',b'',"b'Marketing specialist, understand need and wants balance creator in society.'",b'197',b'516',b'0',b'1224',b'649',b'False',b'False',b'True',b'False',b'2014-07-04 19:40:35'
b'#DelhiViolence #DelhiIsBurning #DelhiPolice https://t.co/79buFlwh4G',b'1232037001332916224',b'S.R.S. ABDUL SALAAM',b'srsabdulsalaam',"b'Mewat, India'",b'I am a businessman.',b'9',b'98',b'0',b'124',b'238',b'False',b'False',b'True',b'False',b'2018-09-17 20:46:09'
"b'Arrest #UrbanNaxals arrest #swarabhaskar #AnuragKashyap #NasruddinShaha #WarisPathan #ShaheenBagh supporters, big p\\u2026 https://t.co/vYaLNKL9UY'",b'1232036982232158208',b'SoniaP Respect Savarkar',b'PhadSonia',b'',b'',b'57',b'303',b'0',b'8774',b'6953',b'False',b'False',b'True',b'False',b'2019-07-14 19:55:43'
b'More clarification on the fire Tyre market on blaze Mostly Muslim shops listen to witness\\n#DelhiBurning\\u2026 https://t.co/uT4safGwbM',b'1232036977966485507',b'Greenteam',b'Greente34124008',b'',b'Kuch khaasss bhn',b'11',b'95',b'0',b'247',b'22',b'False',b'False',b'True',b'False',b'2020-01-25 21:25:33'
"b'Media hiding behind the back of policemen were framing it as ""mute police watching the terror show"". \\nThis video cl\\u2026 https://t.co/D1naRafwmv'",b'1232036884215291905',b'Akash Jaithwar',b'akash_jaithwar',b'',"b'An Origami artist, an Engineer, photography lover, a youtuber and\\na BJP supporter\\U0001f337'",b'28',b'94',b'1',b'488',b'707',b'False',b'False',b'True',b'False',b'2016-08-26 18:20:05'
"b""Bhagwa terrorist on it's peak \\n#DelhiPolice #WhyBJPBurningDelhi #ArrestKapilMishra https://t.co/PewUVmgNFa""",b'1232036875222896641',b'Ahmed Shah Durrani',b'ahmedshadurrani',"b'Herat, Afghanistan'",b'Military commander \\u2022 Durrani Empire \\u2022 Success story link below\\U0001f447',b'23',b'35',b'0',b'1749',b'471',b'False',b'False',b'True',b'False',b'2019-09-10 14:15:28'
b'@ladeedafarzana #DelhiPolice #DelhiBurning  #Bhajanpura #Arrest_Kapil_Mishra #ArrestKapilMishra\\u2026 https://t.co/9vxzznyOcX',b'1232036851738906624',b'Shaikh Naavied',b'shaikh_naavied',"b'Maharashtra, India'",b'NRC CAA CAB NPR AMENDMENT BILL protests',b'206',b'813',b'1',b'5214',b'6628',b'False',b'False',b'True',b'False',b'2016-08-22 20:46:37'
b'\\u062f\\u06c1\\u0644\\u06cc \\u067e\\u0648\\u0644\\u06cc\\u0633 \\u0627\\u0633 \\u0641\\u0648\\u0679\\u06cc\\u062c \\u0645\\u06cc\\u06ba \\u06cc\\u0627 \\u062a\\u0648 \\u201c\\u0628\\u06d2\\u0628\\u0633\\u201d \\u06c1\\u06d2 \\u06cc\\u0627 \\u067e\\u06be\\u0631 \\u0622\\u0634\\u06cc\\u0631\\u0628\\u0627\\u062f \\u06a9\\u06d2 \\u0644\\u06cc\\u06d2 \\u0645\\u0648\\u062c\\u0648\\u062f \\u06c1\\u06d2\\u06d4\\u06d4\\u06d4\\n(\\u0645\\u0646\\u0638\\u0631 \\u062c\\u0627\\u0646\\u06d2 \\u067e\\u06c1\\u0686\\u0627\\u0646\\u06d2 )\\n#DelhiViolence\\u2026 https://t.co/icE4W7h8g6',b'1232036847846641671',b'\\u0627\\u0641\\u0634\\u0627\\u06ba \\u0645\\u0635\\u0639\\u0628',b'AfshanMasab',b'\\u062a\\u0642\\u0631\\u06cc\\u0628\\u0627\\u064b \\u0644\\u0627\\u06c1\\u0648\\u0631',"b'Perfectly imperfect, beautiful in my flaws. Only tyrant I accept in this world is the still small voice within me. Introvert. \\u2712\\U0001f50d\\U0001f4f2\\U0001f3bc\\U0001f4bb\\U0001f4da\\u2615\\U0001f4f0\\U0001f485\\U0001f3fd'",b'101640',b'85',b'133',b'299483',b'89462',b'False',b'False',b'False',b'False',b'2012-03-02 13:36:41'
b'#DelhiBurning #SaveDelhi #Peace #DemocracyUnderAttack #DelhiPolice #delhi https://t.co/Fr4ds9E3sO',b'1232036835158675456',b'Bhavish kukreja',b'bhavishh',"b'Mumbai, India'",b'centre of the universe',b'72',b'48',b'0',b'78',b'167',b'False',b'False',b'True',b'False',b'2010-06-01 10:22:46'
b'If still you sickular so called muslims have believe in the democratic machinery you people really need brain thera\\u2026 https://t.co/io3idQfMzS',b'1232036817869783040',b'Ataur Rahman',b'Ataur4Islam',"b'New Delhi, India'","b""I'm Muslim Because Islam Is true.\\n#WorldNeedKhilafah.\\n\\nProphet Muhammad (saw) said:- Whoever harms the Dhimmi (Non Muslim living under Khilafah) they harm me.\\U0001f60d""",b'155',b'150',b'0',b'4810',b'6389',b'False',b'False',b'True',b'False',b'2018-12-27 15:50:43'
b'A helpless (or unwilling) leader is very harmful to a society.\\n#DelhiIsBurning #DelhiPolice #ArvindKejriwal\\u2026 https://t.co/rcAB1fIKnl',b'1232036816888397828',b'Syed Najaf Ishan\\xae',b'iamsnih',b'India',"b""I've worked too hard and too long to let anything stand in the way of my goals.Follow me \\U0001f449 @twitter @iamsnih \\U0001f600\\U0001f64f""",b'158',b'1',b'1',b'330',b'96',b'False',b'False',b'False',b'False',b'2011-01-18 05:44:34'
b'@DelhiPolice ko arrest karo!\\n\\n#DelhiPolice \\n#DelhiViolence https://t.co/E9lZlhQB6P',b'1232036808713801733',b'Shivangi C\\u0336h\\u0336o\\u0336u\\u0336b\\u0336e\\u0336y\\u0336',b'ChoubeyShivangi',b'',"b'\\u091a\\u093e\\u092f, \\u092c\\u093f\\u0902\\u0926\\u0940, \\u0915\\u0935\\u093f\\u0924\\u093e, \\u0930\\u093e\\u091c\\u0928\\u0940\\u0924\\u093f\\u0964'",b'2744',b'278',b'5',b'5132',b'15862',b'False',b'False',b'True',b'False',b'2012-09-22 12:45:58'
b'@satyendrapp623 @Gyan_p_mishra @adityatiwaree @arunbothra @actoranirudha @IpsAshish @PandeyAshishh @virendersehwag\\u2026 https://t.co/ILFh7xbIhz',b'1232036755999772679',b'Constable \\U0001f449 Kuldeep Kishor',b'kuldeepkishor_',"b'Lucknow, India'","b""#police #poet #social_media\\nRt's  are \\u274c endorsement. views are strictly personal.\\n\\u092c\\u0941\\u0930\\u093e \\u0928 \\u092e\\u093e\\u0928\\u094b #twitter \\u0939\\u0948""",b'1800',b'538',b'2',b'3275',b'4384',b'False',b'False',b'False',b'False',b'2016-05-27 05:32:39'
b'#Hinduterrorist_BurningDelhi\\n#DelhiBurning \\n#DelhiPolice \\n#ArvindKejriwal \\n#WhyBJPBurningDelhi #ArrestKapilMishra\\u2026 https://t.co/tzRE8xXnmP',b'1232036740640235520',b'Anoop Bhankhar',b'anoop_bhankhar',"b'Hansi, Haryana, India'","b'Ambedkrit Buddhist, ( Anti BJP, Congress or RSS ) Son of Labour. \\u092c\\u094c\\u0926\\u094d\\u0927\\u092e\\u092f \\u0938\\u0941\\u0936\\u093f\\u0915\\u094d\\u0937\\u093f\\u0924 \\u092d\\u093e\\u0930\\u0924\\u0964'",b'202',b'214',b'0',b'573',b'2192',b'False',b'False',b'True',b'False',b'2019-01-20 08:14:55'
b'May God Save our country from such terrorists.\\nThey are defaming hindu religion globally by extremism and killing f\\u2026 https://t.co/L1ypyfDNjw',b'1232036740602441730',b'Invincible Tausiff',b'drtausiff',b'Chennai\\u2708\\ufe0fBangalore\\u2708\\ufe0fDubai\\u2708\\ufe0fCA',"b'Proud Indian \\U0001f1ee\\U0001f1f3, Respect All Faiths, Love, Peace, Humane, Brotherhood. poetry lover. Cricket lover ! Ardent fan VK\\U0001f3cf'",b'233',b'326',b'0',b'13968',b'96314',b'False',b'False',b'False',b'False',b'2010-03-17 14:52:07'
b'\\u092f\\u0947 \\u0935\\u093e\\u0915\\u0908 \\u0921\\u0930\\u093e\\u0935\\u0928\\u093e \\u0935\\u0940\\u0921\\u093f\\u092f\\u094b \\u0939\\u0948! \\u092f\\u0947 10 \\u092e\\u093f\\u0928\\u091f \\u092a\\u0939\\u0932\\u0947 #Maujpur \\u091a\\u094c\\u0915 \\u0915\\u093e \\u0935\\u0940\\u0921\\u093f\\u092f\\u094b \\u0939\\u0948..\\u0927\\u093e\\u0930\\u093e 144 \\u0932\\u0917\\u0940 \\u0939\\u0941\\u0908 \\u0939\\u0948..\\u0938\\u0921\\u093c\\u0915 \\u0915\\u0947 \\u092c\\u0940\\u091a \\u092e\\u0947\\u0902 \\u0932\\u093e\\u0920\\u093f\\u092f\\u093e\\u0902-\\u2026 https://t.co/sfAIS2J3Co',b'1232036728837373952',b'Zikra Anam',b'zikra_anam',b'India',b'tujh ko kitno\\xf1 k\\u0101 lah\\u016b ch\\u0101hiye ai arz-e-vatan \\n\\njo tire \\u0101riz-e-be-ra\\xf1g ko guln\\u0101r kare\\xf1',b'11',b'65',b'0',b'237',b'141',b'False',b'False',b'True',b'False',b'2019-03-19 08:40:30'
b'The man in a red t-shirt who opened fire at police during violence in North East #Delhi today has been identified a\\u2026 https://t.co/islAkVFjJe',b'1232036715935649792',b'Nishith kaushik',b'KaushikNishith',"b'New Delhi, India'","b'\\u0906\\u0935\\u093e\\u0930\\u093e \\u0939\\u0942\\u0902,\\u0938\\u0941\\u0915\\u0942\\u0928 \\u0915\\u0940 \\u0924\\u0932\\u093e\\u0936 \\u092e\\u0947\\u0902 \\u0939\\u0942\\u0902,\\u0915\\u0941\\u091b \\u0928\\u092f\\u093e \\u0938\\u0940\\u0916\\u0928\\u0947 \\u0915\\u0940 \\u0907\\u091a\\u094d\\u091b\\u093e \\u0939\\u0948,\\u092e\\u0947\\u0930\\u0947 \\u091f\\u094d\\u0935\\u0940\\u091f\\u094d\\u0938 \\u0938\\u0947 \\u092e\\u0947\\u0930\\u0947 \\u0938\\u0902\\u0938\\u094d\\u0925\\u093e\\u0928 \\u0915\\u093e \\u0915\\u094b\\u0908 \\u0932\\u0947\\u0928\\u093e \\u0926\\u0947\\u0928\\u093e \\u0928\\u0939\\u0940\\u0902 \\u0939\\u0948,\\u092f\\u0947 \\u092e\\u0947\\u0930\\u0940 \\u0928\\u093f\\u091c\\u0940 \\u0930\\u093e\\u092f \\u0939\\u0948 \\u0964'",b'195',b'532',b'1',b'4397',b'13007',b'False',b'False',b'False',b'False',b'2013-12-21 09:06:46'
"b""Reality of @DelhiPolice, they're now openly acting like fascists, shame on them. We sing Jana Gana Mana..\\u2026 https://t.co/lH7QbcMMhH""",b'1232036708419424256',b'Syed Aleem Ilahi',b'AleemIlahi',"b'Gulbarga, India'","b'\\U0001f393 Masters in Social Work & Indian Political Science\\n\\U0001f60a Humanitarian\\U0001f91dSocial\\u270c\\ufe0fPolitical Activist, \\U0001f4aa Fitness Lover & \\U0001f4da Always Love To Learn.'",b'2204',b'1453',b'4',b'7306',b'1178',b'False',b'False',b'False',b'False',b'2014-07-24 17:37:14'
b'Will Ram appear to prevent his namely followers in the matter of killing innocent people if Ram was exist then he s\\u2026 https://t.co/aLeLos9R9p',b'1232036704942424064',b'Faisal Rehman',b'FaisalR51615306',b'',"b""student of islamisation__\\n\\nit's firm faith,, there is no god but Allah \\nand prophet pbuh is  the messenger of Allah""",b'4',b'14',b'0',b'6',b'23',b'False',b'False',b'True',b'False',b'2020-02-17 07:09:37'
b'@AsadAliRamay @majorgauravarya @ImranKhanPTI @POTUS @realDonaldTrump Tea is fantastic \\u2615\\u2615\\n\\U0001f601\\U0001f601\\U0001f601\\n#DelhiIsBurning \\n#TrumpVisitIndia \\n#DelhiPolice',b'1232036675557240833',b'zulfiqar ali baigal\\U0001f1f5\\U0001f1f0',b'Baigalzulfiqar1',b'Gilgit Pakistan \\U0001f1f5\\U0001f1f0',b'Trendsetter/Photographer.blogger.Social media Activist.&.economics student ../\\nfight for\\U0001f1f5\\U0001f1f0and if needs be Die for\\U0001f1f5\\U0001f1f0#imrankhan.#pakarmy.#markhor.#humzalmi\\U0001f525',b'2804',b'5000',b'0',b'690',b'8721',b'False',b'False',b'True',b'False',b'2019-05-15 07:46:27'
"b'Tum zameen pe zulm likh do, \\nAasmaan pe inquilab likha jayega. \\n\\n#DelhiPolice'",b'1232036673430728704',b'SAIFI\\u0633\\u06cc\\u0641\\u06cc',b'iamqamrulhoda',"b'New Delhi, India'","b'!! A Human Being !!\\n !! CSE Student !!\\n!! Photographer !!\\nSon, Brother, Friend, Indian !! Shah Rukh Khan Lover , SRKian.\\nWish me on 12th Nov\\U0001f382.'",b'3334',b'110',b'27',b'13831',b'7182',b'False',b'False',b'True',b'False',b'2014-10-28 04:26:46'
b'Sab samajh aagya yeh mulakat @ArvindKejriwal...\\U0001f64f\\n#DelhiViolence \\n#DelhiPolice \\n#DelhiIsBurning https://t.co/IwBuitIoYh',b'1232036673048936456',b'Neymat',b'NeymatAhmad',b'India',b'jobless \\U0001f612\\nstruggler \\U0001f633\\nberozgar \\U0001f623',b'31',b'59',b'0',b'338',b'1290',b'False',b'False',b'True',b'False',b'2015-12-14 18:28:05'
"b'This is disgusting if this is true, @doamuslims. From my experience of being attacked by such ppl on Twitter over s\\u2026 https://t.co/be8L81DtZ1'",b'1232036645823819779',b'Omar Alikaj',b'Andalusio',b'Nigeria',b'Construction staff/graphic designer/website designer. I make apps: @manurrworkshop. Founded @HabibUnity. Nigerian & Lebanese.',b'602',b'1657',b'78',b'13383',b'5273',b'False',b'False',b'False',b'False',b'2009-09-27 07:42:06'
b'Delhi police ya shah ke gunde ????\\nShame on you #DelhiPolice  \\U0001f620\\U0001f620\\U0001f620\\U0001f620 https://t.co/ZbIxlNzMf4',b'1232036640375201792',b'Surbhi Sondhi(Piku)\\U0001f5ef\\ufe0f',b'RisingSurbhi',b'Mars',"b'Social Worker/Activist,\\u0926\\u0947\\u0936 \\u0915\\u0947  \\u0932\\u093f\\u090f \\u092e\\u0930\\u0928\\u093e \\u0924\\u094b \\u0936\\u093e\\u092f\\u0926 \\u0915\\u093f\\u0938\\u094d\\u092e\\u0924 \\u092e\\u0947\\u0902 \\u0928\\u0939\\u0940\\u0902\\u0964 \\u092c\\u0938 \\u0926\\u0947\\u0936 \\u0915\\u0947 \\u0932\\u093f\\u090f \\u091c\\u0940 \\u0938\\u0915\\u0942 \\u092f\\u0939\\u0940 \\u0916\\u094d\\u0935\\u093e\\u0939\\u093f\\u0936 \\u0939\\u0948\\u0964 Central Team Member - Dance For Democracy\\n(AAPFlashMob)'",b'4499',b'324',b'34',b'20011',b'12248',b'False',b'False',b'False',b'False',b'2013-04-18 15:18:57'
b'\\u0b9a\\u0b99\\u0bcd\\u0b95\\u0bbf\\u0b95\\u0bb3\\u0bbe\\u0b95 \\u0bae\\u0bbe\\u0bb0\\u0bbf\\u0baf\\u0bbe \\u0baa\\u0bcb\\u0bb2\\u0bc0\\u0bb8\\u0bcd \\u0b8a\\u0bae\\u0bc8\\u0b95\\u0bb3\\u0bbe\\u0ba9 \\u0b8a\\u0b9f\\u0b95\\u0bae\\u0bcd ???\\n\\u0b87\\u0ba9\\u0bcd\\u0ba9\\u0bc1\\u0bae\\u0bcd \\u0b9f\\u0bcd\\u0bb0\\u0bae\\u0bcd\\u0baa\\u0bbf\\u0ba9\\u0bcd \\u0b95\\u0bbe\\u0bb2\\u0bc8 \\u0ba8\\u0b95\\u0bcd\\u0b95\\u0bbf\\u0b95\\u0bcd\\u0b95\\u0bca\\u0ba3\\u0bcd\\u0b9f\\u0bbf\\u0bb0\\u0bc1\\u0b95\\u0bcd\\u0b95\\u0bc1\\u0bae\\u0bcd \\u0b8a\\u0b9f\\u0b95\\u0b99\\u0bcd\\u0b95\\u0bb3\\u0bcd\\n#DelhiPolice https://t.co/jHt2OSQwBN',b'1232036600655147008',b'JAFFAR ALI',b'kumar58217297',b'Coimbatore ',b'',b'50',b'256',b'0',b'454',b'2480',b'False',b'False',b'True',b'False',b'2018-07-04 18:11:05'
b'Alhamdolilah for being Pakistani! A big thanks to M. Ali Jinnah!! \\n#DelhiPolice #DelhiViolence  #DelhiBurning https://t.co/FcqSkC26mH',b'1232036598801424384',b'The Rana',b'Tania_Rana54',"b'Lahore, Pakistan'",b'Entrepreneur | Social Activist | Motivational Speaker | Writer',b'428',b'6',b'7',b'2903',b'1183',b'False',b'False',b'True',b'False',b'2011-12-09 18:29:42'
b'It was never about the CAA NRC..Was it? Or about Ram Mandir or Triple Talaq.\\n\\nIt was always HINDUS vs MUSLIMS\\n\\nThe\\u2026 https://t.co/XWqHwMgKhS',b'1232036586671480833',b'Vivek Prasad',b'njvivek',b'',b'Patriotic Indian. Defiant.',b'5',b'51',b'0',b'232',b'2047',b'False',b'True',b'True',b'False',b'2014-01-29 20:13:34'
b'Coordination #DelhiPolice in today\\u2019s riot with rioters. @amnesty @amnestyusa @UN @hrw @UNHumanRights @OHCHR_Europe https://t.co/xuhMiV5PDn',b'1232036586344329216',b'Solidarity Belgium',b'SolidarityBelg',b'',"b'We are community of like minded individuals in Belgium, who stand in solidarity with our countrymen back home to fight against rising tide of Fascism in India.'",b'31',b'38',b'0',b'53',b'10',b'False',b'False',b'True',b'False',b'2020-02-16 17:03:44'
b'#DelhiBurning #DelhiViolence #DelhiPolice #DelhiRiots\\n#ArrestTerroristKapilMishra #CAAProtest #Bhajanpura\\u2026 https://t.co/Sy6hATKYc4',b'1232036572457033736',b'Amir Khusru \\xae(\\u0908\\u092e\\u0930\\u093e\\u0928)',b'AMIRKHUSRU4',"b'New Delhi, India'",b'(\\u0939\\u0925\\u093f\\u092f\\u093e\\u0930) Engg.',b'17',b'377',b'0',b'679',b'796',b'False',b'False',b'True',b'False',b'2014-06-15 12:08:33'
b'Femi Felix - Ololufe Mi My Baby | Naija Songs // #Naijapals https://t.co/MMdzeeZaDK\\n#MondayMotivation #MondayMood\\u2026 https://t.co/Vp5mxafgjY',b'1232036567952363521',b'Femi Felix',b'dblizzpraise',"b'Lagos, Nigeria '",b'Femi Felix is a Song writer & Music Minister With the Mission of Spreading the GOSPEL ofJESUS thru Music & Bringing people closer to God\\nContact:-+2348137669615',b'262',b'1109',b'1',b'5418',b'66',b'False',b'False',b'False',b'False',b'2013-12-15 18:44:24'
"b'\\u092f\\u0947 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u092a\\u0941\\u0932\\u093f\\u0938 \\u0915\\u0940 \\u0938\\u091a\\u094d\\u091a\\u093e\\u0908,\\nWelcome to new india \\n#DelhiBurning #DelhiPolice #ShameOnDelhiPolice https://t.co/hhtgLqj0oc'",b'1232036545470717952',b'Parwez Anwar',b'ParwezAnwar10',"b'New Delhi, India'",b'Truth ramains truth...\\n Ignorance does not change it.\\n\\nhttps://t.co/05Obmar9cV(aeronautics)\\nJamia millia islamia',b'56',b'84',b'0',b'246',b'1395',b'False',b'False',b'True',b'False',b'2017-02-12 17:30:12'
b'#DELHIPOLICE SHOULD BE PRESENTED WITH #BANGLES #ShameOnDelhiPolice @DelhiPolice https://t.co/u0Se2I4kQA',b'1232036515854766080',b'joydeep ghosh',b'joydeepghosh',"b'Hyderabad, Andhra Pradesh'","b'born human, patriotic but not nationalist, thinker, blogger, content developer, script writer, freelance writer, review writer, SEO, and much more'",b'843',b'501',b'189',b'69374',b'45346',b'False',b'False',b'False',b'False',b'2009-03-02 11:16:01'
b'@AapKaGopalRai @LtGovDelhi \\u0939\\u0948\\u0930\\u0924 \\u0915\\u0940 \\u092c\\u093e\\u0924 \\u0939\\u0948 \\u0915\\u093f LG \\u0915\\u094b AAP \\u0915\\u0947 \\u092e\\u0902\\u0924\\u094d\\u0930\\u0940 \\u0914\\u0930 \\u0935\\u093f\\u0927\\u093e\\u092f\\u0915\\u094b\\u0902 \\u0938\\u0947 \\u092e\\u093f\\u0932\\u0928\\u0947 \\u092e\\u0947\\u0902 \\u0938\\u092e\\u0938\\u094d\\u092f\\u093e \\u0915\\u094d\\u092f\\u093e \\u0939\\u0948?\\n\\n\\u092f\\u093e LG \\u0938\\u093f\\u2026 https://t.co/3GICPavrT3',b'1232036513195679751',b'wasif jauhar',b'WasifJauhar',"b'Samastipur, Bihar India'",b'Humanity is first priority\\n|| Support clean politics || Cricket lover || Love social media || Physiotherapist In Making || Freelance Writer',b'2258',b'1464',b'1',b'1522',b'3800',b'False',b'False',b'True',b'False',b'2015-02-07 15:30:29'
b'\\u092f\\u0947 #ShaheenBagh \\u0915\\u094b \\u091c\\u094b \\u0924\\u0941\\u092e\\u0928\\u0947 \\u091c\\u0928\\u094d\\u092e\\u0918\\u0942\\u091f\\u094d\\u091f\\u0940 \\u092a\\u093f\\u0932\\u093e\\u0908 \\u0925\\u0940 \\u0928\\u093e \\u0935\\u0939 \\u0905\\u092c \\u091c\\u0935\\u093e\\u0928 \\u0939\\u094b\\u0915\\u0930 \\u0905\\u092a\\u0928\\u0940 \\u0905\\u0915\\u0921\\u093c \\u0926\\u093f\\u0916\\u093e \\u0930\\u0939\\u093e \\u0939\\u0948!\\n\\u0915\\u093f\\u0938\\u0940 \\u0915\\u094b \\u0909\\u0924\\u0928\\u093e \\u0938\\u0930 \\u0928 \\u091a\\u0922\\u093c\\u093e \\u0926\\u094b\\u2026 https://t.co/GfXGCEtGSJ',b'1232036424511299585',b'Ramesh.Kripalani \\U0001f1ee\\U0001f1f3',b'kripalaniRamesh',"b'Ahmadabad City, India'",b'Follow by My Adorable Bollywood Mega Star  of Bollywood @SrBachchan On 01/05/2012  Prime Minister Of India  @narendramodi on 15/05/2013',b'116',b'609',b'11',b'33249',b'42202',b'False',b'False',b'False',b'False',b'2013-07-29 12:15:28'
"b""This is the reality of @DelhiPolice . Is this the way you treat your Citizens?aren't they  are the one who's duties\\u2026 https://t.co/CgLmFIeh1K""",b'1232036412930830336',b'Mohammad Ahmad',b'mohammadqasim60',b'\\u0627\\u0644\\u0627\\u0645\\u0627\\u0631\\u0627\\u062a \\u0627\\u0644\\u0639\\u0631\\u0628\\u064a\\u0629 \\u0627\\u0644\\u0645\\u062a\\u062d\\u062f\\u0629',b'All your Dreams are on the other side of fear.\\U0001f601\\nJust be Happy and accept All the challenges life gives you\\U0001f609\\n\\n     \\U0001f1ee\\U0001f1f3~\\U0001f1e6\\U0001f1ea',b'32',b'131',b'0',b'169',b'239',b'False',b'False',b'True',b'False',b'2015-01-26 06:13:44'
b'So this is capital of india\\n#difference\\n#ArrestKapilMishra \\n#WhyBJPBurningDelhi \\n#AmitShah #DelhiPolice \\n#Maujpur\\u2026 https://t.co/6EvfSZSjhi',b'1232036366848077825',b'Hamza',b'Hamza48689086',b'',"b'delhi,india\\U0001f1ee\\U0001f1f3'",b'4',b'38',b'0',b'8',b'14',b'False',b'False',b'True',b'False',b'2019-11-08 08:23:35'
"b""I AM SHAKEN. \\nThe price of being Muslims in this country. I know that we don't have to thank Bangalore City police\\u2026 https://t.co/yYaCgCXkJP""",b'1232036334417530880',b'Waseem Ahmed \\u0cb5\\u0cb8\\u0cc0\\u0cae\\u0ccd',b'Waseem_Ahmed11',b'Bangalore',"b'I want to tell stories. Fitness trainer. Love Astronomy, Science, Sci-Fi movies, Football, Sociopolitical debates. Follow my Kannada handle @ForeverBLRU'",b'3490',b'1898',b'21',b'13058',b'3696',b'False',b'False',b'False',b'False',b'2012-01-11 22:17:34'
"b'\\u092f\\u0947 \\u0938\\u093e\\u0909\\u0925 \\u0915\\u0940 \\u092b\\u093f\\u0932\\u094d\\u092e \\u0915\\u093e \\u0938\\u0940\\u0928 \\u0928\\u0939\\u0940\\u0902\\n\\u0906\\u091c \\u0915\\u0940 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u0939\\u0948,,\\U0001f97a\\n\\n#DelhiBurning \\n#DelhiPolice \\n#Bhajanpura \\n#Jafrabad https://t.co/dnfEF6KIA1'",b'1232036286166446081',b'Siraj Ahmad',b'SirajAh94359452',b'',"b'\\u091c\\u0941\\u0932\\u094d\\u092e \\u0915\\u0947 \\u0938\\u093e\\u092f\\u0947 \\u092e\\u0947 \\u0932\\u092c\\u094b\\u0902 \\u0915\\u094b \\u0916\\u094b\\u0932\\u0947\\u0917\\u093e \\u0915\\u094c\\u0928,,,\\n\\n\\u0939\\u092e \\u0938\\u092c \\u091a\\u0941\\u092a \\u0930\\u0939\\u0947 \\u0924\\u094b \\u092c\\u094b\\u0932\\u0947\\u0917\\u093e \\u0915\\u094c\\u0928,,,??'",b'0',b'0',b'0',b'2',b'0',b'False',b'False',b'True',b'False',b'2020-02-24 20:05:23'
"b'These violence will not stop on account of any elections,BJP wants to keep the country polarized as long as they ca\\u2026 https://t.co/WCkvby3uS3'",b'1232036266172133379',b'Satyam',b'SatyamV46148757',"b'Lucknow, India'",b'Medico\\U0001f97c',b'30',b'110',b'0',b'113',b'252',b'False',b'False',b'True',b'False',b'2017-04-28 19:15:04'
"b'@_MayankSaxena @anuragkashyap72 @DelhiPolice Shaheen bagh protest, Seelampur, jafrabad protest was okay but shoutin\\u2026 https://t.co/l18BYB4spR'",b'1232036259654197248',b'Aman \\U0001f1ee\\U0001f1f3',b'amanporwal75',"b'Rajasthan, India'",b'always for the right.\\nInstagram - @amanporwal75 \\U0001f642',b'59',b'270',b'0',b'1718',b'4683',b'False',b'False',b'True',b'False',b'2015-12-18 06:46:52'
"b'This pic broke my heart, as it will break yours. Head constable #RatanLal was a true Nationalist. While we  we were\\u2026 https://t.co/6Z7L4bVRjv'",b'1232036240750346241',b'Mayank Kr SinghR',b'Mayankkrsinghr',b'',"b'Student. \\U0001f1ee\\U0001f1f3 \\U0001f549\\ufe0f Nationalist & Patriot, Nothing on earth can change it... \\U0001f6a9\\U0001f642'",b'61',b'479',b'0',b'2218',b'2968',b'False',b'False',b'True',b'False',b'2019-11-06 08:04:13'
"b'Worst situation and situation control mechanism in almost 18 yrs! With a foreign dignitory in the state, this is sh\\u2026 https://t.co/9hER0nT8AV'",b'1232036221750325249',b'Savi',b'Savi_S9',"b'Chattisgarh, India'",b'Indian first and at times more than that!',b'221',b'118',b'11',b'7649',b'2446',b'False',b'False',b'False',b'False',b'2013-10-30 19:21:37'
"b""I don't know which state police is this.....but this is scary...\\n#DelhiPolice \\n@Mdzeeshanayyub @sushant_says\\u2026 https://t.co/gLYq4kRvNK""",b'1232036198090063873',b'Dil se Hindustani',b'Indian_kk19',b'',b'',b'485',b'473',b'0',b'1327',b'2292',b'False',b'False',b'True',b'False',b'2016-02-02 09:41:06'
b'Brave @DelhiPolice facing Mohommad Shahrukh \\u2665\\ufe0f\\n\\n#DelhiBurning\\n#DelhiPolice \\n#DelhiRiots \\n#Islamic_terrorism\\u2026 https://t.co/MWwglBABbj',b'1232036197565747200',b'Priya Pathak',b'sarcasticPriyaG',b'',"b'Sarcasm in Blood, RW'",b'73',b'90',b'0',b'531',b'1327',b'False',b'False',b'True',b'False',b'2020-01-28 06:59:57'
