b'\\u201cI\\u2019m not Muslim but fuck the police\\u201d \\U0001f92f cause they don\\u2019t eat pork... ! @PDE_YOUNGNUDY',b'1232094443131559936',b'CARDO \\u24cb',b'RicardoAlan_',b'trap',"b'tx, #txst22'",b'541',b'252',b'4',b'2010',b'4050',b'False',b'False',b'True',b'False',b'2014-02-21 15:31:24'
"b'@YourMajestiness @OneMoreGoodMan @MgmAnti Agreed. But it\\u2019s as much Islamophobia as anti-Semitism. 2007, WHO estimat\\u2026 https://t.co/2nF07idX9V'",b'1232093445952425984',b'greyearl',b'greyearl',b'',b'... notes from the Rainforest..',b'34',b'37',b'0',b'58',b'12',b'False',b'False',b'False',b'False',b'2008-09-27 23:41:11'
"b'Can Army be called in to contain #DelhiRiots dear Rajnath Singh @DefenceHQ as you had  PROMISED ,\\n"" I will protect\\u2026 https://t.co/K9fcdF22SM'",b'1232093434866958336',b'Sir Parvez \\xc3 \\U0001f99a\\U0001f1ee\\U0001f1f3',b'parvez_ameer',b'Alive...Rooted in Asia #India',b'\\u0920\\u0947\\u0920 #\\u092d\\u093e\\u0930\\u0924\\u0940\\u092f  \\U0001f4a2A citizen of #India \\U0001f1ee\\U0001f1f3 #entrepreneur  #Rashtravadi \\u26d1\\ufe0f #AI #GodParticle \\U0001f1ee\\U0001f1f3 \\u262e\\ufe0f\\nRT_not_endorsements\\U0001f451\\nOften #trolled #Alig. No \\U0001f9e2Blue Tick.',b'2029',b'4675',b'126',b'24503',b'53712',b'False',b'False',b'False',b'False',b'2011-09-22 05:52:09'
"b""Where exactly do 'Muslim men' come from? \\U0001f914 Talking out of his arse. https://t.co/FGV3gao1RN""",b'1232093411563507713',b'Robin',b'robin_grant_85',"b'North London, Arsenal fan'","b'Diabetic type1, Arsenal obsessed,\\u2764love film, dislike Tories, NOT a twitter fascist or absolutist.'",b'933',b'1439',b'22',b'26932',b'34586',b'False',b'False',b'True',b'False',b'2013-09-04 18:59:50'
"b""@APPGBritMuslims @wesstreeting @MuslimCouncil @SayeedaWarsi @Afzal4Gorton @NazShahBfd There is no such thing as a 'British Muslim.'""",b'1232093400398278656',b'Random',b'RandomShowUTW',"b'Belfast, United Kingdom'",b'Political discussion encouraged.',b'127',b'184',b'1',b'354',b'2380',b'False',b'False',b'False',b'False',b'2014-04-11 20:54:20'
b'@zayna4eva @amirkingkhan @muftimenk @SonnyBWilliams Yes! Because it involves hitting the face \\n\\nThe Messenger clear\\u2026 https://t.co/RuqybPNns3',b'1232093394131980290',"b""Al-I'tisam bi-Sunnah""",b'AlitisaamSunnah',b'East London Uk ',"b'An institute that provides free Classes/Education & Cultivation. Upon the Way of the Salaf, by qualified teachers'",b'839',b'65',b'5',b'1945',b'978',b'False',b'False',b'True',b'False',b'2012-05-26 04:32:59'
"b'@dbongino I lie, I cackle, I wear pant suits, I flew with Jeffrey Epstein, I dance with Harvey Weinstein, I dodge B\\u2026 https://t.co/vqpHQXDJoD'",b'1232093376100605953',b'#saveuncledaddy',b'saveuncledaddy',b'Oklahoma ',b'Aggie/Oil Field trash providing great food & cheap energy for snowflakes with pride.',b'5',b'53',b'0',b'166',b'279',b'False',b'False',b'True',b'False',b'2019-10-01 01:21:40'
b'Well of course they\\u2019d endorse the commie...they all have the same goal: To destroy the United Sates.\\u2026 https://t.co/yHRDTqrEXM',b'1232093375135993856',b'\\u2b50\\ufe0fSir Quentin (K)\\u2b50\\ufe0f Q2\\U0001f920\\U0001f1fa\\U0001f1f8',b'AGerberBaby',b'\\xaf\\\\_(\\u30c4)_/\\xaf Republic of Texas',b'Christian by Grace-American by Birth-Conservative Texan by Choice-Young Widower-Proud #USMC Dad #Bible #2A #Constitution #CruzCrew #MAGA Followed by @GenFlynn',b'20211',b'21206',b'56',b'52661',b'57526',b'False',b'False',b'False',b'False',b'2010-03-18 14:13:14'
"b'@AhmadMansour__ entweder Salafist, Dschihadist oder psychisch krank. Ist der T\\xe4ter kein Muslim, ist er automatisch\\u2026 https://t.co/sl4ccMZtt3'",b'1232093353120063488',b'Ruben van Halen',b'HalenRuben',b'',b'',b'18',b'241',b'2',b'1243',b'445',b'False',b'False',b'True',b'False',b'2019-12-18 21:55:32'
"b'@advmonikaarora @ArvindKejriwal Had been the police constable muslim, kejruwal had declare Rs 1CR compensation and\\u2026 https://t.co/fERGyiqyYS'",b'1232093341904277505',b'Harish Gupta',b'harishg15225008',b'',"b'Dharmo Rakshati Rakshitha.\\nProud Hindu and Proud Indian,\\nI never forgive and never forget.\\nl give as good as I get'",b'164',b'309',b'4',b'4038',b'5176',b'False',b'False',b'True',b'False',b'2012-04-08 08:01:17'
b'Rioting Delhi with Muslim person being the target of violence! https://t.co/KbkFtL0Avc',b'1232093298149466113',b'Shabina Hussain',b'shab302611',"b'Mountlake Terrace, WA'","b'Global health, Public health, Human rights, Gender equity, Child development, Women\\u2019s health, Poverty eradication, Travel, Peace, Science. Serene and Tranquil.'",b'1166',b'2845',b'301',b'106519',b'27727',b'False',b'False',b'True',b'False',b'2011-09-18 04:53:03'
b'@RichaChadha @taapsee @ReallySwara Question on CAA:\\n\\nAre Hindus not suffering in non Muslim nations?\\n\\nAre Muslims o\\u2026 https://t.co/jPQW2qdTcZ',b'1232093293548392448',b'Harkanwal Singh',b'Harkanwal911',b'Mohali',b'An Indian standing for democracy. India is not any political party but a concept of communal harmony.',b'99',b'330',b'1',b'6370',b'3148',b'False',b'False',b'False',b'False',b'2009-12-28 15:27:43'
"b'Earlier today, US President @realDonaldTrump visited one of the most famous Muslim buildings in the world, the\\u2026 https://t.co/Smp1O0IYuw'",b'1232093258135867393',b'Paul S Armstrong \\U0001f1ec\\U0001f1e7',b'paulsarmstrong',b'United Kingdom',b'Imam; Managing Director @AofBM; #IVLP Alumnus @StateIVLP; Associate @StGeorgesHouse; #AltusFootball.',b'1784',b'4531',b'30',b'9584',b'7303',b'False',b'False',b'False',b'False',b'2010-10-23 02:52:05'
b'@Farid_0v Hahahaha good joke muslim your devotion and humility is killing the non believers and stonnig women.',b'1232093221402107904',b'Brandon M. \\U0001f339\\u271d\\ufe0f\\U0001f30e',b'ARES1497',b'',"b'Aquel que no tiene sue\\xf1os en esta vida est\\xe1 muerto"" \\U0001f1ea\\U0001f1f8\\U0001f1ea\\U0001f1e8'",b'86',b'352',b'0',b'3231',b'27674',b'False',b'False',b'True',b'False',b'2018-02-28 17:17:05'
"b'@SirajYusafzai @Shekhar_Chahal_ @DelhiPolice @UN @majorgauravarya This guy is idendified as Shahrukh, and Indian Mu\\u2026 https://t.co/svztggxd7w'",b'1232093219220942848',b'Devendra Negi',b'Devendra_Negi_1',b'',b'',b'15',b'114',b'0',b'6074',b'4585',b'False',b'True',b'True',b'False',b'2016-02-09 05:48:40'
b'@treehouseNY @IvankaTrump @DonaldJTrumpJr How much does @realDonaldTrump love #Muslim countries!!?? \\U0001f602',b'1232093217178341376',b'Mitch Thomson',b'Mitchinadhellai',"b'Adelaide, South Australia'",b'',b'128',b'1376',b'0',b'2569',b'29',b'False',b'False',b'True',b'False',b'2014-02-18 04:46:43'
"b'@suhasinih When they do it,u say there right to protest. But when others protest their protest as it affects the li\\u2026 https://t.co/QXWjFYczT8'",b'1232093186564083712',b'Souman Chanda',b'soumanchanda',b'Delhi',b'',b'36',b'186',b'0',b'1649',b'983',b'False',b'False',b'False',b'False',b'2010-09-04 03:41:32'
b'#NonprofitSpotlight: \\u201cWhether its on #civilrights for Muslim communities or inclusion for #transgender #communities\\u2026 https://t.co/8cukcctj0W',b'1232093162497363969',b'm/Oppenheim ORG',b'mOppenheimORG',b'San Francisco',"b'Our goal is to bring attention to nonprofits through #News, #NonprofitSpotlight, and our series #InsightWithMark produced in partnership with PBS stations.'",b'1528',b'2532',b'149',b'17861',b'3567',b'False',b'False',b'False',b'False',b'2009-09-23 20:00:39'
"b'@ARanganathan72 @DelhiPolice Don\'t expect this headline "" POLICE GET LYNCHED IN MUSLIM MOB ATTACK""c'",b'1232093149238984706',b'Ramanathan Iyer',b'Ramanathanps',b'Bharata',b'I am a proud Hindu',b'7',b'68',b'0',b'660',b'844',b'False',b'False',b'True',b'False',b'2009-10-20 12:07:39'
b'@LillyMaryPinto Imagine blaming your own brutnes to a third nation that has nothing to do with you. I see why every\\u2026 https://t.co/gHXwzDrKkf',b'1232093127462223875',b'Laiba Idrees',b'laiba_idrees',b'',b'',b'3',b'10',b'0',b'59',b'9',b'False',b'True',b'True',b'False',b'2015-06-26 17:26:14'
"b'This isyour Congresswoman, she\\u2019s already been trained in Somali warfare ops,she came in on Obama\\u2019s watch, part of a\\u2026 https://t.co/XaJHwTKlaO'",b'1232093096046923776',b'Rick Liverett',b'rliverett',"b'Georgia, USA'","b'40 years Broadcast/Contract Engineer. Worked remote trucks for Wide World of Sports, BET, ABC. HD Network delivery systems for NBC, FOX, VERIZON, ABC, NFL ect.'",b'700',b'1731',b'1',b'3520',b'1534',b'False',b'False',b'True',b'False',b'2015-10-21 07:24:29'
b'Muslim stronghold https://t.co/ZExmd1Ny4I',b'1232093090623762435',b'Huskerboy',b'cajunhusker',b'People\\u2019s Republic of Illinois',"b'Army 72-92 Teacher 93-13. I was a Soldier, I am a Soldier, I will always be a Soldier. Black Boot Army. A Red Bobber held hostage in a Blue Lake.'",b'1903',b'413',b'60',b'104445',b'43846',b'False',b'False',b'True',b'False',b'2009-07-24 17:29:13'
b'Why do muslim men think it\\u2019s ok to be naked on social media oh the FITNA',b'1232093077348782082',b'AM',b'aymanunfiltered',b'pacific ocean',b'bored and definitely NOT FUNNY',b'196',b'184',b'0',b'15033',b'10594',b'False',b'False',b'True',b'False',b'2015-01-27 06:19:55'
b'Intercepted Podcast: Bloomberg\\u2019s Stasi-Style Police and Surveillance Operations Against Muslim Americans https://t.co/rWZ2tFUBCz',b'1232093045761421312',b'Prabal Gurung',b'prabalgurung',"b'Manhattan, New York'","b'Modern luxury, indelible style and an astute sense of glamour'",b'223788',b'875',b'1603',b'20572',b'2931',b'True',b'False',b'False',b'False',b'2009-05-01 21:25:50'
b'@THeels77 @Philly_Blonde @MMCL6789 @eugenegu @realDonaldTrump He was in a picture with and fraternized with the Mus\\u2026 https://t.co/tWERBkd2Bh',b'1232093040375926784',b'Double D',b'DD16_smb',b'',b'I know a little bit about alot of things',b'21',b'112',b'0',b'3342',b'1610',b'False',b'False',b'True',b'False',b'2019-01-10 22:51:49'
b'@anshsharma @DelhiPolice Anti CAA protest was peaceful when it was peaceful? \\nUP Muslim do riots \\nGujrat M they do\\u2026 https://t.co/qauZYOJmdN',b'1232093027826634752',b'Triggered_atheist 2.0',b'devilson402',b'India',b'freedom \\u0911\\u092b \\u0938\\u094d\\u092a\\u0940\\u091a \\u0915\\u0939\\u093e\\u0901 \\u0939\\u0948? \\u0921\\u093e\\u0902\\u0917 \\u092e\\u0947 \\u092d\\u0930 \\u0932\\u093f\\u090f \\u0939\\u094b \\u0915\\u094d\\u092f\\u093e?',b'348',b'1116',b'0',b'6738',b'4761',b'False',b'False',b'True',b'False',b'2011-10-30 05:23:32'
"b'""Dunia adalah perhiasan dan sebaik-baik perhiasan adalah wanita sholihah."" (HR. Muslim).'",b'1232093004766138369',"b""Mutiara Al-Qur'an""",b'MutiaraQur',b'',b'',b'565',b'40',b'3',b'101993',b'0',b'False',b'False',b'True',b'False',b'2014-12-31 08:15:09'
b'@suwaiper meni dr jaman kapan ini foto :( sunatan kan bukan muslim doang da tujuannya baik',b'1232092982628638720',b'saapiiiiiiii',b'fiiyeon',b'exo planet',b'mahmudnya pippy dan chowy',b'803',b'600',b'7',b'27804',b'22524',b'False',b'False',b'True',b'False',b'2017-11-11 12:49:25'
"b""@fayedsouza I think once people's rage meter goes beyond the point which I think is going to happen soon, these so\\u2026 https://t.co/Bsaofry8rq""",b'1232092978409160704',b'Imtiyaz',b'imtiyazpariyani',"b'Brisbane City, Brisbane'",b'Indian/Muslim | *straya mate* | K for khans in Bollywood and K for kohli in cricket | spread love not hate make peace not war | keep lifting',b'60',b'165',b'0',b'6796',b'34996',b'False',b'False',b'True',b'False',b'2011-12-01 11:59:40'
"b'London\\u2019s first muslim pride erm wtf electric chair pls, for all of them. https://t.co/l5AFGkw5Qp'",b'1232092976395976704',b'simpiana\\U0001f0cf',b'atihsia',b'not alive',b'',b'747',b'799',b'4',b'3609',b'13874',b'False',b'False',b'False',b'False',b'2014-08-10 21:13:48'
b'muslim king rdj got no ass to break his fast on this ramadan\\U0001f614',b'1232092969307602951',b'mcrmy UNITE',b'wrsmachine',"b'rawan, 21, she/her, nsfw(18+)'",b'wow. 3000? thats crazy',b'1557',b'353',b'33',b'44868',b'64926',b'False',b'False',b'False',b'False',b'2014-10-12 17:40:40'
"b""\\U0001f6a8 \\U0001f449 'Muslim Martin Luther' Tariq Ramadan Says His Rape Charges Are 'Political Set-Up To Neutralize The Muslims'!!\\u2026 https://t.co/JqiJpB00Dt""",b'1232092959371296768',b'Bluestar',b'BlueSea1964',b'',b'\\U0001f31fIAmSwiss \\U0001f31fLiverTransplantSurvivor \\U0001f31fTrump \\U0001f31fI Follow Only Trump Supporters\\n\\U0001f31fVets \\U0001f31fBackTheBlue \\U0001f31f2A  \\n\\U0001f31fIsrael \\U0001f31fNo Locked Accounts\\U0001f31f\\nGreece  \\U0001f1ec\\U0001f1f7 \\u2764 John \\u2764',b'90846',b'83640',b'124',b'472554',b'392890',b'False',b'False',b'True',b'False',b'2017-03-07 13:06:24'
"b'Med tanke p\\xe5, at hun er v\\xe6rt i programmet Nybyggerne, s\\xe5 t\\xe6nker jeg p\\xe5 hvordan folk mon ville have reageret, hvis h\\u2026 https://t.co/FQtgr4DyAG'",b'1232092952006017024',b'Troldmanden',b'Trolden7',b'',"b'De kan kun holde mig nede, s\\xe5 l\\xe6nge de bliver nede sammen med mig.'",b'0',b'0',b'0',b'1080',b'5',b'False',b'False',b'True',b'False',b'2019-08-24 14:55:30'
b'\\u0627\\u0644\\u0644\\u0647\\u0645 \\u064a\\u0627 \\u0645\\u0635\\u0631\\u0641 \\u0627\\u0644\\u0642\\u0644\\u0648\\u0628 \\u0635\\u0631\\u0641 \\u0642\\u0644\\u0648\\u0628\\u0646\\u0627 \\u0639\\u0644\\u0649 \\u0637\\u0627\\u0639\\u062a\\u0643',b'1232092934465519616',b'\\u0623\\u062f\\u0639\\u064a\\u0629 \\u0648\\u0623\\u0630\\u0643\\u0627\\u0631',b'Dua_muslim',"b'Riyadh, Saudi Arabia'",b'\\u0627\\u062a\\u0645\\u0646\\u0649 \\u062a\\u0633\\u0627\\u0639\\u062f\\u0648\\u0646\\u064a \\u0641\\u064a \\u0646\\u0634\\u0631 \\u0627\\u0644\\u062d\\u0633\\u0627\\u0628 \\u0644\\u0623\\u062d\\u062a\\u0633\\u0627\\u0628 \\u0627\\u0644\\u0623\\u062c\\u0631',b'831',b'3083',b'0',b'1401',b'3',b'False',b'False',b'True',b'False',b'2016-06-11 17:12:27'
"b""So @ndtv's official Instagram handle has two posts about the violence in Delhi, one is about the cop who got killed\\u2026 https://t.co/ft1hvhLDfx""",b'1232092930397102087',b'Liberal Mantri',b'LiberalMantri',b'',b'Nehruvian - Liberal Socialism - UPA Supporter - She/Her - #SaveAarey #EndJnKBlockade #NoCAA #NoNRC #NoNPR #StandWithJNUAMUJMI #FreeAkhilGogoi #BanRSS',b'9081',b'3674',b'24',b'56481',b'36646',b'False',b'False',b'False',b'False',b'2018-04-09 23:18:21'
b'@Scavino45 @realDonaldTrump Lolx this video is of dehli where RSS hindutva terrorists beating muslim to death.  Hav\\u2026 https://t.co/o6v4Q3XP5Y',b'1232092900860792835',b'Laraib Ali Magsi\\U0001f98b',b'Laraib_Magsi',"b'Islamabad, Pakistan'",b'\\u062d\\u064e\\u0633\\u0652\\u0628\\u064f\\u0646\\u064e\\u0627 \\u0671\\u0644\\u0644\\u0651\\u064e\\u0647\\u064f \\u0648\\u064e\\u0646\\u0650\\u0639\\u0652\\u0645\\u064e \\u0671\\u0644\\u0652\\u0648\\u064e\\u0643\\u0650\\u064a\\u0644\\u064f',b'963',b'1143',b'2',b'13160',b'44975',b'False',b'False',b'True',b'False',b'2018-08-30 12:33:39'
"b'The Muslim woman is a source of blessings; to he from who she was born (Her father), to he who marries her (Her hus\\u2026 https://t.co/E9FmoeNiub'",b'1232092894141583360',b'\\U0001f1f8\\U0001f1e6',b'sofa_mohammed_',b'',b'( \\u0647\\u064f\\u0648 \\u0639\\u0644\\u064a\\u0651\\u064e \\u0647\\u064a\\u0651\\u0646 ) .',b'148',b'356',b'5',b'6227',b'820',b'False',b'False',b'False',b'False',b'2011-09-27 14:25:52'
b'National Muslim Business Council\\nA Family Business Expo &amp; Empowerment Conference. #NMBC announces the 2020 Do For S\\u2026 https://t.co/ykrqajEcez',b'1232092879453028354',b'EveryBlackAuthor',b'everyblackathor',b'Worldwide',b'We use technology to promote authors and provide global networking opportunities. #EveryBlack #Podcast #BlackWriters #Podcasting #BlackAuthor #Entrepreneur',b'394',b'396',b'4',b'858',b'2',b'False',b'False',b'False',b'False',b'2016-08-26 01:41:56'
"b""A #MuslimMarriage site should only feature profiles of those who follow the Muslim faith. If the one you're using d\\u2026 https://t.co/yrbSNaDe3C""",b'1232092867444781058',b'Eternal Garment',b'egarment',b'',b'The most trusted matrimonial site by Scholars and Imams. Find Muslim brides and grooms from the most trusted site that serve only Muslim community.',b'628',b'324',b'5',b'2074',b'32',b'False',b'False',b'False',b'False',b'2011-07-07 11:50:11'
"b'@Mike2020 Bloomberg: \\u201csure I\\u2019m most famous for stop and frisk, but did you know I\\u2019m also a megalomaniac who thought\\u2026 https://t.co/IGdar0SazS'",b'1232092865108627459',b'No Escape',b'noescapevg',"b'Oklahoma, USA'","b'No Escape, a blog about politics thru the lens of video games // run by @illicitpopsicle // they/them // contact: noescapevg@gmail.com // friend of @rebind_io'",b'257',b'592',b'3',b'2246',b'2735',b'False',b'False',b'True',b'False',b'2019-04-20 22:13:52'
"b""@rogerbauchamp @KTHopkins No, labour would not oppose sharia law.\\nThey don't care about feminism or rights more tha\\u2026 https://t.co/E8wSGbd0mx""",b'1232092861614690305',b'Doktor vampire',b'doktor_vampire',"b'London, England'",b'',b'33',b'27',b'0',b'986',b'1575',b'False',b'False',b'True',b'False',b'2020-01-19 13:43:10'
b'we need to ban all Muslim immigration to the west for their own good https://t.co/23lBvdPWq7',b'1232092823958122501',b'LYCHEE',b'MYTHOSCHIZO_GF',b'Gensokyo',b'cybernetically enhanced and raised by wolves',b'1124',b'357',b'6',b'11715',b'24393',b'False',b'False',b'True',b'False',b'2019-07-05 06:01:02'
"b'FWIW, there have been a substantial number of changes  since the thirteenth century. A lot of shoring up, blocking\\u2026 https://t.co/aWR2UlnI9t'",b'1232092808766349312',b'Tim Spalding',b'librarythingtim',"b'Portland, Maine'","b'@LibraryThing founder. Father, hacker, bibliophile, ex-classicist, Catholic. I tweet books, libraries, technology and culture. Married to @LisaCareyWrites.'",b'16411',b'2630',b'1542',b'58482',b'29562',b'False',b'False',b'False',b'False',b'2007-05-10 02:15:45'
"b""@AMneina NYT is controlled by the Muslim Brotherhood it seems \\U0001f914\\U0001f914 shame they didn't mention flowers blooming and family zardas.""",b'1232092804601597952',b'ibra',b'ibra_elarbi',b'',b'',b'44',b'71',b'0',b'1169',b'3081',b'False',b'False',b'True',b'False',b'2019-01-08 10:26:04'
b'@Chicadog2 Michigan is a Muslim stronghold',b'1232092777581858817',b'John',b'John55993721',"b'Oklahoma, USA'","b'Father, Unapologetic American, Deplorable, Bleed Purple, Patriot, Spartan Warrior, and the person your mother warned you about.. #TRUMP2020 #MAGA\\n#KAG'",b'73',b'87',b'0',b'1810',b'977',b'False',b'False',b'True',b'False',b'2019-10-27 02:34:37'
"b'PLZ EVERYONE #RETWEET THIS\\U0001f447\\U0001f3ff\\n\\nEVERYONE #INDIAN SEE THIS #VIDEO KITNA ""DARA"" HUA HAI ""HINDUSTAN""  KA\\u2026 https://t.co/iG5n2ic91j'",b'1232092774394146817',b'\\u0938\\u0928\\u0940\\u091a\\u0930',b'Saneecharr',b'',b'\\u0939\\u092e \\u0938\\u0928\\u0940\\u091a\\u0930 \\u0939\\u0942\\u0901\\u0964',b'21',b'176',b'0',b'781',b'85',b'False',b'False',b'True',b'False',b'2016-09-23 09:21:41'
"b""@BradyEng1 @JBWolfsthal @IlhanMN She's a fine upstanding Muslim American, MENA American, a woman in power, and an a\\u2026 https://t.co/JRsSqhebdE""",b'1232092753233735680',b'The \\u24e5egan Redneck',b'ApeGoblin',b'',"b'Plant based for hotter sex and a cooler planet, \\u24e5egan for the animals.'",b'89',b'131',b'0',b'1670',b'2706',b'False',b'False',b'True',b'False',b'2019-08-14 01:45:48'
"b'@ndtv @HarrisRichard77 Well you occupied Muslim population areas like Kashmir , Hyderabad, Junagargh etc , \\n\\nVacati\\u2026 https://t.co/tMAVTE9Kko'",b'1232092735521382400',b'Oraizi Jafery \\U0001f1ec\\U0001f1e7\\U0001f1f5\\U0001f1f0',b'Oraizi1',"b'London ,Uk'","b'Doctor , Traveller, Entrepreneur , Counselor , Special Interest in  Diet , Diabetes & Health'",b'89',b'70',b'1',b'2941',b'11972',b'False',b'False',b'True',b'False',b'2014-06-12 22:00:08'
b'Muslim twitter makes me wanna vomit sometimes',b'1232092725216006147',b'killua\\u26a1\\ufe0f',b'Nasxo__',b'The sweeter side',b'go awey',b'7263',b'3780',b'33',b'49248',b'81148',b'False',b'False',b'False',b'False',b'2015-06-29 19:08:09'
"b""Black History Month: Why Don't They Teach About the Arab-Muslim Slave Trade in Africa?, by Larry Elder | Creators S\\u2026 https://t.co/rEzWif1AzR""",b'1232092703644639232',b'NeverSubmit',b'lisalecallie',b'',b'\\U0001f1fa\\U0001f1f8 #2AShallNotBeInfringed FREEDOM is never FREE! God ~We are a Constitutional Republic~Country Guns~Sarcasm~Bacon~Tats~ Animals~ BanSharia',b'2369',b'2717',b'30',b'33395',b'15551',b'False',b'False',b'False',b'False',b'2009-05-05 01:26:32'
b'Who is the Muslim ObiEbi were referring to? #UltimateLoveNG',b'1232092693431570433',b'Gold dust\\U0001f1f3\\U0001f1ec\\U0001f1fa\\U0001f1f8',b'Zahava___',b'United States',b'I am Gold!\\nI am Light!\\nI am Woman!',b'83',b'75',b'0',b'3486',b'6289',b'False',b'False',b'True',b'False',b'2018-05-06 05:30:34'
