b'\\u0915\\u092a\\u0921\\u093c\\u094b\\u0902 \\u0938\\u0947 \\u0928\\u0939\\u0940\\u0902 \\u092a\\u0939\\u091a\\u093e\\u0928 \\u0938\\u0915\\u0924\\u0947\\n\\u0928\\u093e\\u0930\\u094b\\u0902 \\u0938\\u0947 \\u092a\\u0939\\u091a\\u093e\\u0928\\u094b\\n\\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u092e\\u0947\\u0902 \\u0906\\u0917 \\u0932\\u0917\\u093e\\u0928\\u0947 \\u0935\\u093e\\u0932\\u094b\\u0902 \\u0915\\u094b \\U0001f621\\U0001f621  @ShayarImran #DelhiBurning https://t.co/iKtrAoll8J',b'1232131062332973056',b'SHAIKH MERAZ UDDIN',b'OfficialMeraz',"b'Kunda, India'",b'student',b'115',b'197',b'0',b'348',b'2329',b'False',b'False',b'True',b'False',b'2017-06-18 23:28:57'
b'@realDonaldTrump \\n@narendramodi \\nBoth are blinds they watch what they just want to.\\n@cjwerleman\\n#DelhiBurning\\u2026 https://t.co/1fbxPp10I2',b'1232130814265171969',b'NaziShkhaN',b'kNnaziii',"b'My l""ll home'","b'Muslim, Pakistani, Pashtun\\U0001f388'",b'30',b'78',b'0',b'376',b'1546',b'False',b'False',b'True',b'False',b'2018-09-17 10:04:51'
b'#DelhiBurning #DelhiViolence https://t.co/qRcUQaNTvl',b'1232130783978102785',b'Mian Haider Ali',b'HyderAzam2',b'',b'',b'104',b'598',b'0',b'358',b'484',b'False',b'False',b'True',b'False',b'2018-03-12 18:07:25'
b'#IslamicTerrorism\\n#DelhiBurning https://t.co/3LFo9rwuVZ',b'1232130770283716608',b'Sanskrithi Bharat \\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3',b'MerishNamitha',b'',b'Life is like a mirror... Smile at it and it smiles back at you...',b'160',b'154',b'0',b'8155',b'46999',b'False',b'False',b'True',b'False',b'2018-08-02 21:15:12'
b'@msisodia \\u0924\\u094b \\u092c\\u091a\\u093e\\u0913 \\u091c\\u093e\\u0915\\u0930\\u0964 \\u0915\\u093f\\u0938\\u0928\\u0947 \\u0930\\u094b\\u0915\\u093e \\u0939\\u0948?\\n\\u0924\\u0941\\u092e\\u094d\\u0939\\u093e\\u0930\\u0940 \\u092a\\u093e\\u0930\\u094d\\u091f\\u0940 \\u092e\\u0947\\u0902 \\u0907\\u0924\\u0928\\u0947 \\u092e\\u0941\\u0938\\u0932\\u092e\\u093e\\u0928 \\u0928\\u0947\\u0924\\u093e \\u0939\\u0948\\u0902 \\u0909\\u0928\\u0938\\u0947 \\u0915\\u0939\\u094b \\u0938\\u092e\\u091d\\u093e\\u090f\\u0902 \\u0905\\u092a\\u0928\\u0947 \\u0932\\u094b\\u0917\\u094b\\u0902 \\u0915\\u094b\\u0964\\n\\u0906\\u092a\\u2026 https://t.co/1NImy1mWoC',b'1232130769482444800',b'Rajat Goel',b'rajat_goel',"b'New Delhi, India'","b'Hi-tech Engineer. Believes in Dharma by Shri Ram,Karma by Shri Krishna & Nation building by Chanakya.'",b'53',b'104',b'0',b'4230',b'3936',b'False',b'False',b'True',b'False',b'2009-06-29 10:49:46'
b'\\u0915\\u0936\\u094d\\u092e\\u0940\\u0930 \\u0936\\u093e\\u0902\\u0924 \\u0939\\u0948 \\u0924\\u094b \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u0915\\u094b \\u0939\\u0940 \\u0915\\u0936\\u094d\\u092e\\u0940\\u0930 \\u092c\\u0928\\u093e \\u0926\\u093f\\u092f\\u093e\\u0964 \\u0935\\u093e\\u0939 \\u0930\\u0947 \\u0936\\u093e\\u0902\\u0924\\u093f\\u0926\\u0942\\u0924\\u094b \\U0001f621\\n#DelhiPolice #DelhiBurning #DelhiViolence\\u2026 https://t.co/GYuPlzHqp9',b'1232130755490467841',b'chandra prakash bhati',b'cpbhati',b'ajmer-beawar',"b'\\u091c\\u092f \\u0936\\u0902\\u0915\\u0930 \\u092e\\u0939\\u093e\\u0930\\u093e\\u091c, \\u0939\\u0930 \\u0939\\u0930 \\u092e\\u0939\\u093e\\u0926\\u0947\\u0935 \\u2764\\U0001f6a9\\U0001f6a9\\U0001f6a9\\U0001f6a9'",b'280',b'580',b'0',b'1457',b'1279',b'False',b'False',b'False',b'False',b'2010-06-27 03:00:26'
b'#BREAKING: @priyankagandhi \\u0928\\u0947 \\u0915\\u0939\\u093e \\u0939\\u0948 \\u0915\\u093f \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u092e\\u0947\\u0902 \\u092a\\u0942\\u0930\\u0947 \\u0926\\u093f\\u0928 \\u0939\\u093f\\u0902\\u0938\\u093e \\u0939\\u094b\\u0924\\u0940 \\u0930\\u0939\\u0940... \\u0910\\u0938\\u093e \\u0917\\u093e\\u0902\\u0927\\u0940 \\u0915\\u0947 \\u0926\\u0947\\u0936 \\u092e\\u0947\\u0902 \\u0920\\u0940\\u0915 \\u0928\\u0939\\u0940\\u0902... \\u092a\\u094d\\u0930\\u093f\\u2026 https://t.co/pjhUX38h1z',b'1232130741477072897',b'Zee Rajasthan News',b'zeerajasthan_',"b'Film City Sector 16A, Noida'",b'WATCH VIDEOS AND LIVE :\\nhttps://t.co/Rh1DJVqltd & https://t.co/XXzkIdK2AL',b'240468',b'306',b'180',b'400938',b'150',b'True',b'False',b'False',b'False',b'2013-07-12 08:19:40'
b'\\u0939\\u093f\\u0902\\u0926\\u0941\\u0938\\u094d\\u0924\\u093e\\u0928 \\u0915\\u093e \\u0921\\u0930\\u093e \\u0914\\u0930 \\u0938\\u0939\\u092e\\u093e \\u0939\\u0941\\u0906 \\u0936\\u093e\\u0902\\u0924\\u093f\\u092a\\u094d\\u0930\\u093f\\u092f \\u092e\\u0941\\u0936\\u094d\\u0932\\u093f\\u092e!!\\n\\n\\u0927\\u094d\\u092f\\u093e\\u0928 \\u0938\\u0947 \\u0926\\u0947\\u0916\\u093f\\u090f \\u092f\\u0947 \\u0935\\u0940\\u0921\\u093f\\u092f\\u094b \\U0001f447\\n#DelhiPolice #Chandbagh #Maujpur\\u2026 https://t.co/DDB7iuYdBw',b'1232130735022202880',b'\\u091a\\u094c\\u0927\\u0930\\u0940 \\u0938\\u093e\\u0939\\u092c',b'Rahul_rastrwadi',"b'Bihar, India'",b'\\u0915\\u093e\\u0930\\u094d\\u092f \\u092a\\u094d\\u0930\\u0917\\u0924\\u093f \\u092a\\u0930 \\u0939\\u0948 \\u092c\\u0938 \\u0915\\u093f\\u0938\\u094d\\u092e\\u0924 \\u0920\\u092a\\u094d\\u092a \\u091a\\u0932 \\u0930\\u0939\\u0940 \\u0939\\u0948 \\u0964\\n\\U0001f644\\U0001f644\\n 1\\u20e30\\u20e30\\u20e3%FB\\n#\\u091c\\u092f_\\u092c\\u093e\\u092c\\u093e_\\u092a\\u0930\\u0936\\u0941\\u0930\\u093e\\u092e \\n\\n\\n#\\u0906\\u095b\\u093e\\u0926_\\u0939\\u0948_\\u0906\\u095b\\u093e\\u0926_\\u0939\\u0940_\\u0930\\u0939\\u0947\\u0902\\u0917\\u0947 \\u0964\\n\\u091c\\u093f\\u0928\\u0915\\u094b \\u092d\\u0940 #FB \\u0928\\u0939\\u0940\\u0902 \\u0926\\u0947 \\u092a\\u093e\\u0924\\u093e \\u0939\\u0942\\u0901 #DM \\u0915\\u0930\\u0947',b'4384',b'3440',b'0',b'9348',b'53543',b'False',b'False',b'True',b'False',b'2015-06-28 20:48:43'
"b""After #Kashmir it's #DelhiBurning now. \\nModi is enough for the destruction of #Endia \\n https://t.co/YV6COsPafs""",b'1232130712133939200',b'\\u062d\\u0646\\u0627\\u0621',b'HinaRKharal',b'Pakistan',b'I\\u2019m just a girl who enjoys minding her business\\u2026Literally!',b'1811',b'611',b'1',b'2585',b'2180',b'False',b'False',b'True',b'False',b'2019-12-12 13:27:55'
b'Who incited this violence ?\\n\\nAmanatullah calling Muslims to block streets.\\n\\nWho won Delhi Election?\\n\\nAAP\\n\\nReason :\\u2026 https://t.co/JEBCZzp2Gw',b'1232130707868221440',b'Nitin Singh',b'advocate2400',"b'Sector-46,Noida'","b'DIPSITE , BA , Bachelor Of Law'",b'3',b'7',b'0',b'263',b'83',b'False',b'False',b'True',b'False',b'2009-10-02 17:06:24'
"b'The wo Allah ki bande, the tum Ram ki bhakt. Raksha dharti ki karni thi... Kiye kya??? \\n#DelhiBurning #DelhiRiots\\u2026 https://t.co/ttgJLAgXSO'",b'1232130701123653632',b'Shashikant Shukla',b'ShashiEil',"b'New Delhi, India'",b'A grade Officer at EIL. AIR 183 in GATE 2019. IIT Delhi Dropper. Mechanical Engineer',b'42',b'296',b'0',b'718',b'1162',b'False',b'False',b'True',b'False',b'2013-09-11 14:48:06'
"b'Total 45 fire call received in these violence affected area. 1 fire tender stoned and 1 completely burnt, 3 fireman\\u2026 https://t.co/467cIZYRzW'",b'1232130694282801154',b'Ravi B. Dwivedi',b'ravibdwivedi_ST',"b'New Delhi, India'",b'Citizen of india.\\n\\nJournalist with #TimesGroup \\n\\nrdwivedi247@gmail.com\\n\\nbelieve in #Equality',b'440',b'492',b'1',b'3852',b'4582',b'False',b'False',b'False',b'False',b'2012-01-14 09:14:19'
b'#DelhiBurning #ArrestTerroristKapilMishra #DelhiPolice #DelhiViolence #DelhiCAAClashes @asadowaisi https://t.co/bBIwQ5HWpr',b'1232130678785028097',b'Defender\\U0001f1f5\\U0001f1f0\\U0001f1f5\\U0001f1f0\\U0001f1f5\\U0001f1f0',b'_mmofficial',b'Pakistan',b'',b'171',b'60',b'4',b'5725',b'206',b'False',b'False',b'False',b'False',b'2013-08-24 18:57:22'
"b'What I think you guys are missing, this isn\\u2019t some random guys mindlessly creating nuisance in the city. This is is\\u2026 https://t.co/1YxGkSPjtd'",b'1232130678134673408',b'Rishi',b'GDebarshi',b'London/Calcutta/Gurgaon',b'Co-founder at Le Sartorial',b'200',b'866',b'2',b'17239',b'359',b'False',b'False',b'False',b'False',b'2010-12-11 15:31:47'
"b'Now Delhi police should realize that the poison that they helped to unfold has killed one of them too. Remember, it\\u2026 https://t.co/GaHS9P6PvG'",b'1232130668806598657',b'Whole Lotta Travel',b'wholelottatravl',b'Bangalore',b'Solo travelled throughout India for 6 years now\\nFollow for the amazing travel stories and destinations.\\n.\\n.\\nRead my travel blog here',b'156',b'223',b'1',b'1289',b'360',b'False',b'False',b'False',b'False',b'2010-01-23 08:24:50'
b'@DelhiPolice your motto is \\u0936\\u093e\\u0902\\u0924\\u093f \\u0938\\u0947\\u0935\\u093e \\u0928\\u094d\\u092f\\u093e\\u092f... You have failed at all 3 #DelhiBurning #DelhiPolice  #DelhiViolence',b'1232130665606504454',b'Satya',b'snt1395',b'India',b'',b'36',b'309',b'0',b'1227',b'974',b'False',b'False',b'False',b'False',b'2010-01-08 07:22:46'
"b""@itssinghswati @DelhiPolice I couldn't help but laugh at this \\U0001f604. Now u people will understand what Kashmir has been\\u2026 https://t.co/CbE6RhSYqI""",b'1232130665220575232',b'\\u0639\\u064f\\u0645\\u0631',b'itsumarashraf',b'',"b""Stop reading bio's..\\nf4f""",b'5',b'70',b'0',b'66',b'41',b'False',b'False',b'True',b'False',b'2018-09-09 14:50:55'
"b'\\u0915\\u0941\\u0930\\u094d\\u0938\\u0940 \\u0939\\u0948, \\u0924\\u0941\\u092e\\u094d\\u0939\\u093e\\u0930\\u093e \\u092f\\u0947 \\u091c\\u0928\\u093e\\u091c\\u093c\\u093e \\u0924\\u094b \\u0928\\u0939\\u0940\\u0902 \\u0939\\u0948,\\n\\u0915\\u0941\\u091b \\u0915\\u0930 \\u0928\\u0939\\u0940\\u0902 \\u0938\\u0915\\u0924\\u0947 \\u0924\\u094b \\u0909\\u0924\\u0930 \\u0915\\u094d\\u092f\\u0942\\u0901 \\u0928\\u0939\\u0940\\u0902 \\u091c\\u093e\\u0924\\u0947 !\\n#DelhiBurning\\n#DelhiViolence'",b'1232130664851496960',b'Imran Pratapgarhi',b'ShayarImran',"b'New Delhi, India'",b'Official Twitter Account Of Imran Pratapgarhi (The Poet)',b'481179',b'87',b'98',b'10527',b'9343',b'True',b'False',b'False',b'False',b'2015-01-21 18:11:32'
"b'@FascismDisabler @DelhiPolice If they expected caressing after throwing stones and firing at police , I think they\\u2026 https://t.co/mNUv0XfWEu'",b'1232130658253672453',b'HappyPeacock',b'mayur_mech',b'india',"b'Hunter, Soldier\\nIn quest of the unknown...'",b'19',b'71',b'0',b'748',b'727',b'False',b'False',b'False',b'False',b'2010-03-03 19:00:32'
b'\\u0926\\u0902\\u0917\\u093e\\u0907\\u092f\\u094b\\u0902 \\u0915\\u094b \\u0915\\u092a\\u0921\\u093c\\u094b\\u0902 \\u0938\\u0947 \\u0939\\u0940 \\u0928\\u0939\\u0940\\u0902 \\u092c\\u0932\\u094d\\u0915\\u093f \\u0909\\u0928\\u0915\\u0947 \\u091d\\u0902\\u0921\\u094b \\u0938\\u0947 \\u092d\\u0940 \\u092a\\u0939\\u091a\\u093e\\u0928\\u093e \\u091c\\u093e \\u0938\\u0915\\u0924\\u093e \\u0939\\u0948\\n\\u091d\\u0902\\u0921\\u093e \\u0914\\u0930 \\u0915\\u092a\\u0921\\u093c\\u0947 \\u0926\\u0947\\u0916\\u0915\\u0930 \\u0906\\u092a \\u0938\\u092e\\u091d \\u0939\\u0940 \\u0917\\u090f \\u0939\\u094b\\u0902\\u0917\\u0947 \\u092f\\u0947 \\u0906\\u0924\\u0902\\u2026 https://t.co/DRrQ5KEhij',b'1232130655175225350',b'Masum Bacha (Parody)',b'iaminnocentkid',b'India',b'\\u092e\\u093e\\u0938\\u0942\\u092e \\u092c\\u091a\\u094d\\u091a\\u093e',b'2680',b'1937',b'14',b'38572',b'15975',b'False',b'False',b'False',b'False',b'2010-04-15 06:54:16'
b'Shahrukh in movie - My name is khan and I\\u2019m not a terrorist \\n\\nShahrukh in reality - https://t.co/UYefHbu5xW\\u2026 https://t.co/ojdEQtQuC3',b'1232130627488681988',b'Sharan Zen\\U0001f1ee\\U0001f1f3',b'sharan_zen',b'Bangalore',"b'Nationalist, Entrepreneur, Seeker and Marketing professional.'",b'176',b'179',b'0',b'576',b'128574',b'False',b'False',b'True',b'False',b'2016-07-14 05:16:17'
b'#Bhajanpura #DelhiBurning #DelhiPolice #CAAProtest #IStandWithKapilMishra #AmitShah #RatanLal #Islamic_terrorism\\u2026 https://t.co/dCbYOh6olc',b'1232130612569530371',b'\\u0905\\u0928\\u0942\\u092a \\u092c\\u0930\\u0928\\u0935\\u093e\\u0932 \\u0905\\u092e\\u0947\\u0920\\u093f\\u092f\\u093e',b'real_anup',"b'Noida, India'","b'\\u092f\\u0947 \\u091c\\u094b \\u092e\\u093e\\u0901 \\u0915\\u0940 \\u092e\\u094b\\u0939\\u092c\\u094d\\u092c\\u0924 \\u0939\\u094b\\u0924\\u0940 \\u0939\\u0948 \\u0928\\u093e,\\u092f\\u0947 \\u0924\\u092e\\u093e\\u092e \\u092e\\u094b\\u0939\\u092c\\u094d\\u092c\\u0924\\u094b \\u0915\\u094b \\u092e\\u093e\\u0901 \\u0939\\u094b\\u0924\\u0940 \\u0939\\u0948\\u0964followed by\\n@KishoreAjwani, @TajinderBagga @sukant9993 @sachin_tiwari8 100%#fb'",b'2714',b'2850',b'0',b'1994',b'23139',b'False',b'False',b'True',b'False',b'2017-01-29 01:15:45'
b'Secularism Ki Ma ka Bharosa #DelhiBurning #DelhiRiots',b'1232130609155207168',b'\\u091a\\u0921\\u094d\\u0922\\u093e',b'pidi24___',b'',"b'\\u090f\\u0915 \\u0939\\u0940 \\u0938\\u093f\\u0926\\u094d\\u0927\\u093e\\u0902\\u0924 \\u0939\\u0948 \\u091c\\u0940\\u0935\\u0928 \\u0915\\u093e,\\u091c\\u093f\\u0938\\u0915\\u0940 \\u0932\\u093e\\u0920\\u0940 \\u0909\\u0938\\u0915\\u0940 \\u092d\\u0948\\u0902\\u0938\\u0964 IIT Engineer & IIM \\U0001f468\\u200d\\U0001f393 - \\u0926\\u094b\\u0928\\u094b \\u0939\\u094b \\u0928 \\u0938\\u0915\\u0947\\u0964'",b'571',b'498',b'3',b'11235',b'5426',b'False',b'False',b'True',b'False',b'2017-01-04 17:17:10'
b'\\u091a\\u0947\\u0939\\u0930\\u093e \\u092c\\u0926\\u0932\\u093e\\n\\u091c\\u0917\\u0939 \\u092c\\u0926\\u0932\\u0940\\n\\u0938\\u092e\\u092f \\u092c\\u0926\\u0932\\u093e\\n\\n\\u0932\\u0947\\u0915\\u093f\\u0928 \\u092e\\u093e\\u0938\\u094d\\u091f\\u0930 \\u092e\\u093e\\u0907\\u0902\\u0921 \\u0935\\u0939\\u0940 \\u0939\\u0948 \\u091c\\u094b 2002 \\u092e\\u0947 \\u0925\\u093e \\u0935\\u0939\\u0940 2020 \\u092e\\u0947 \\u0939\\u0948\\n\\n#DelhiBurning\\n#DelhiViolence\\u2026 https://t.co/LIMvowC4eI',b'1232130591333781505',b'Osama kais',b'Osamakais1',"b'Mumbai, India'",b'\\u0932\\u094b\\u0915\\u0924\\u0902\\u0924\\u094d\\u0930 \\u092e\\u0947\\u0902 \\u0932\\u094b\\u0917\\u094b\\u0902 \\u0915\\u094b \\u0938\\u0930\\u0915\\u093e\\u0930 \\u0915\\u0947 \\u0917\\u0932\\u0924 \\u092b\\u0948\\u0938\\u0932\\u094b\\u0902 \\u0914\\u0930 \\u0928\\u0940\\u0924\\u093f\\u092f\\u094b\\u0902 \\u0915\\u0947 \\u0916\\u093f\\u0932\\u093e\\u092b \\u0906\\u0935\\u093e\\u091c \\u0909\\u0920\\u093e\\u0928\\u0947 \\u0915\\u0940 \\u0914\\u0930 \\u0905\\u092a\\u0928\\u0940 \\u091a\\u093f\\u0902\\u0924\\u093e\\u0913\\u0902 \\u0915\\u094b \\u0935\\u094d\\u092f\\u0915\\u094d\\u0924 \\u0915\\u0930\\u0928\\u0947 \\u0915\\u093e \\u092a\\u0942\\u0930\\u093e \\u0905\\u0927\\u093f\\u0915\\u093e\\u0930 \\u0939\\u0948!',b'1164',b'1166',b'0',b'3584',b'3554',b'False',b'False',b'True',b'False',b'2019-09-03 17:12:29'
b'@msisodia Delhi wasiyon ke saath un Bangladeshi aur Rohingya migrants tak bhi baat pahuncha do jinke liye Bharat si\\u2026 https://t.co/ItVyr4A6t0',b'1232130570450276352',b'Malvika B',b'malvika_bg',b'',b'',b'1',b'12',b'0',b'119',b'65',b'False',b'False',b'True',b'False',b'2016-04-15 15:50:21'
b'@BDUTT How long will you continue to support these traitors? Do you still have Indianness and humanity left? Or did\\u2026 https://t.co/AmHQq4ot8e',b'1232130554801401857',b'Saakshat Kundra',b'SaakshatK',"b'New Delhi, India'",b'\\u0917\\u0930\\u094d\\u0935\\u093f\\u0924 \\u092d\\u093e\\u0930\\u0924\\u0940\\u092f \\U0001f1ee\\U0001f1f3||conscious common citizen||',b'28',b'101',b'0',b'582',b'3022',b'False',b'False',b'True',b'False',b'2017-01-09 13:31:29'
b'@asadowaisi \\u092e\\u0947\\u0939\\u092e\\u093e\\u0928 \\u0915\\u0947 \\u0906\\u0928\\u0947 \\u092a\\u0930 \\u091c\\u094b \\u092c\\u091a\\u094d\\u091a\\u0947 \\u0909\\u0927\\u092e \\u092e\\u091a\\u093e\\u0924\\u0947 \\u0939\\u0948\\u0902..\\n\\u092e\\u0947\\u0939\\u092e\\u093e\\u0928 \\u0915\\u0947 \\u091c\\u093e\\u0928\\u0947 \\u0915\\u0947 \\u092c\\u093e\\u0926 \\u0905\\u091a\\u094d\\u091b\\u0940 \\u0924\\u0930\\u0939 \\u0938\\u0947 \\u0915\\u0942\\u091f\\u0947 \\u091c\\u093e\\u0924\\u0947 \\u0939\\u0948\\u0902!\\n\\u0930\\u093e\\u0927\\u0947-\\u0930\\u093e\\u0927\\u0947\\u2026 https://t.co/iqVKJjL1Dm',b'1232130554746654721',b'Himanshu sharma',b'Himansh56103750',"b'Delhi, India'","b'\\u092f\\u0926\\u093f \\u0915\\u0939\\u0928\\u0947 \\u0915\\u0947 \\u0932\\u093f\\u090f \\u0915\\u0941\\u091b \\u0905\\u091a\\u094d\\u091b\\u093e \\u0928\\u0939\\u0940\\u0902 \\u0939\\u0948,\\n\\u0924\\u094b \\u091a\\u0941\\u092a \\u0930\\u0939\\u0928\\u093e \\u0939\\u0940 \\u090f\\u0915 \\u0905\\u091a\\u094d\\u091b\\u093e \\u0935\\u093f\\u0915\\u0932\\u094d\\u092a \\u0939\\u0948, \\u0964\\n100% follow back\\U0001f64f\\U0001f64f'",b'78',b'491',b'3',b'1375',b'21001',b'False',b'False',b'True',b'False',b'2018-04-28 07:26:07'
"b'Hey, Me helpless CM, could you please do something about our city? #DelhiViolence #Bhajanpura #DelhiBurning\\u2026 https://t.co/zyEZwt837L'",b'1232130554599886849',b'Namita Handa Jolly',b'namitahanda',b'',"b'Editor, @QuintMyReport | More Power to Citizen Journalism'",b'1441',b'1612',b'22',b'8733',b'8199',b'False',b'False',b'False',b'False',b'2013-02-12 10:42:56'
b'\\u092e\\u0948\\u0902 \\u092e\\u093f\\u091f\\u094d\\u091f\\u0940 \\u0938\\u0947 \\u0939\\u0940 \\u0906\\u092f\\u093e \\u0925\\u093e\\n\\u0916\\u0941\\u0926 \\u0915\\u094b \\u092e\\u093f\\u091f\\u094d\\u091f\\u0940 \\u092e\\u0947\\u0902 \\u0939\\u0940 \\u092e\\u093f\\u0932\\u093e \\u0926\\u0942\\u0902\\u0917\\u093e\\n\\n\\u091c\\u092c \\u0938\\u092c \\u0915\\u0941\\u091b \\u092c\\u0902\\u091c\\u0930 \\u0939\\u094b \\u091c\\u093e\\u090f\\u0917\\u093e\\n\\u092e\\u0948\\u0902 \\u090f\\u0915 \\u092b\\u0942\\u0932 \\u0916\\u093f\\u0932\\u093e \\u0926\\u0942\\u0902\\u0917\\u093e\\n\\n\\u0924\\u0941\\u092e \\u0906\\u0935\\u093e\\u091c\\u093c \\u0905\\u2026 https://t.co/x4sCvlcqVj',b'1232130552679092224',b'Mustaqeem Mewati(15K) \\U0001f60e\\U0001f4aa',b'Mustaqe94941572',"b'Punahana, India'",b'\\u092e\\u0948\\u0902 \\u0938\\u093f\\u0930\\u094d\\u092b \\u0909\\u0938\\u0915\\u093e \\u091c\\u093f\\u092e\\u094d\\u092e\\u0947\\u0926\\u093e\\u0930 \\u0939\\u0942\\u0901 \\U0001f60e \\u091c\\u094b \\u092e\\u0948\\u0902\\u0928\\u0947 \\u0932\\u093f\\u0916\\u093e \\u270d\\ufe0f \\u092f\\u093e \\u0915\\u0939\\u093e \\U0001f64a\\u0909\\u0938\\u0915\\u093e \\u0928\\u0939\\u0940\\u0902 \\u091c\\u094b \\u0906\\u092a\\u0928\\u0947 \\u0938\\u092e\\u091d\\u093e \\U0001f914',b'15881',b'9017',b'1',b'8189',b'8062',b'False',b'False',b'True',b'False',b'2019-08-06 08:07:24'
b'#AamAadmiParty #DelhiBurning #DelhiPolice #DelhiPoliceWithBhagwaTerror #DelhiViolence #DelhiCAAClashes #DelhiSos\\u2026 https://t.co/WcVeMD0Pd5',b'1232130543204130816',b'THESTREETRACER',b'TheStreetracerr',b'Noida',"b'Engineer by qualification, Professional Indian Racer, Dream to become MotoGP rider for India.\\nhttps://t.co/syRjAvLqSA\\n #TheStreetracer #TS23'",b'210',b'87',b'5',b'1009',b'1490',b'False',b'False',b'False',b'False',b'2015-05-05 16:31:53'
"b'https://t.co/7ECoy506U9\\n\\nWelcome to the #GujaratModel.\\nWhere are you, @ArvindKejriwal\\n\\n#DelhiBurning\\u2026 https://t.co/JXidd4MwfN'",b'1232130530360975362',b'Goondaraj',b'GoondaRaj_',"b'New Delhi, India'","b'We are an effort to counter the new culture of GoondaRaj in India where the common man is always fearful, the police force inactive and gangs rule the streets.'",b'5',b'10',b'0',b'38',b'14',b'False',b'False',b'True',b'False',b'2019-01-11 13:45:39'
b'\\u092f\\u0947 \\u091c\\u094b \\u0926\\u0939\\u0936\\u0924\\u0917\\u0930\\u094d\\u0926\\u0940 \\u0939\\u0948\\n\\u0907\\u0938\\u0915\\u0947 \\u092a\\u0940\\u091b\\u0947 \\u0935\\u0930\\u094d\\u0926\\u0940 \\u0939\\u0948\\u0964\\u0964\\n   \\u06cc\\u06c1 \\u062c\\u0648 \\u062f\\u06c1\\u0634\\u062a \\u06af\\u0631\\u062f\\u06cc \\u06c1\\u06d2                           \\n\\u0627\\u0633 \\u06a9\\u06d2 \\u067e\\u06cc\\u0686\\u06be\\u06d2 \\u0648\\u0631\\u062f\\u06cc \\u06c1\\u06d2.\\u2026 https://t.co/QBjEayXF8i',b'1232130521351819264',b'Mohammad Musharraf Fahad',b'MusharrafFahad',b'Nanded Maharashtra India',b'Member Of Students islamic organisation of India @sioindia',b'30',b'156',b'0',b'649',b'1343',b'False',b'False',b'True',b'False',b'2019-06-11 05:45:30'
b'Mera Desh jal raha Hain \\n#sahinbagh \\n#DelhiBurning',b'1232130515597131776',b'Radhe\\U0001f1ee\\U0001f1f3 #Aj',b'HinduRowdy',"b'Bihar, India'",b'Insaan Hoon Dangaai nahi .\\nLove Girls \\nRespect Girls \\nGirls are reason for my Smile \\n#Sister\\n\\n#Ajay \\n\\n\\n\\nThank you @christinastriga\\n\\n\\n\\nEk Hindustani',b'3064',b'4978',b'96',b'151777',b'267593',b'False',b'False',b'False',b'False',b'2013-10-16 07:11:58'
b'\\u0927\\u0948\\u0930\\u094d\\u092f \\u0915\\u0940 \\u092a\\u094d\\u0930\\u0924\\u093f\\u0915\\u094d\\u0937\\u093e \\u092c\\u0939\\u0941\\u0924 \\u0939\\u0941\\u0908 \\u0905\\u092c \\u0935\\u0915\\u094d\\u0924 \\u0939\\u0948 \\u0909\\u092a\\u0926\\u094d\\u0930\\u0935\\u0940 \\u0938\\u092e\\u0941\\u0926\\u093e\\u092f \\u092a\\u0930 \\u090f\\u0915\\u0936\\u0928 \\u0932\\u0947\\u0928\\u0947 \\u0915\\u093e \\u0964\\n\\n@AmitShah @DelhiPolice \\n#DelhiBurning \\n#DelhiPolice',b'1232130507632193536',b'\\u0935\\u0948\\u092d\\u0935 \\u092a\\u091f\\u0947\\u0932',b'VaibhavShyani',"b'Surat, Bharat'",b'Nationalist. \\u0939\\u093f\\u0902\\u0926\\u0941\\u0924\\u094d\\u0935\\u0935\\u093e\\u0926\\u0940 \\U0001f6a9\\n\\u0915\\u093e\\u0937\\u094d\\u091f \\u0928\\u0939\\u0940\\u0902 \\u0930\\u093e\\u0937\\u094d\\u091f\\u094d\\u0930 \\nI am Nothing But I can Do Anything \\U0001f607\\n8460980350',b'930',b'1772',b'2',b'56918',b'143636',b'False',b'False',b'True',b'False',b'2013-10-27 08:06:40'
