b'@IvankaTrump Namaste Madam!\\nYou too looking beautiful. \\n#IvankaTrump',b'1231944191351017472',b'\\U0001f1ee\\U0001f1f3RAMDAS\\U0001f1ee\\U0001f1f3',b'akpurohitngr',"b""No Men's Land""",b'Proud \\U0001f6a9Hindu \\U0001f1ee\\U0001f1f3Indian\\nEx- Armed soldier.\\nMy first & Last Love Is Ma BHARTI.\\nAlways Right\\U0001f6a9\\n#IndianArmy\\n#JaHind\\n\\U0001f1ee\\U0001f1f3VNDEMATRAM\\U0001f1ee\\U0001f1f3\\n\\U0001f6a9\\u0950\\u0950\\U0001f6a9',b'3936',b'3555',b'10',b'58611',b'59860',b'False',b'False',b'False',b'False',b'2010-07-25 00:09:22'
b'\\u0924\\u093e\\u091c\\u092e\\u0939\\u0932 \\u0938\\u0947 \\u091c\\u094d\\u092f\\u093e\\u0926\\u093e \\u0916\\u0942\\u092c\\u0938\\u0942\\u0930\\u0924 \\u0924\\u094b \\u0907\\u0935\\u093e\\u0902\\u0915\\u093e \\u091f\\u094d\\u0930\\u092e\\u094d\\u092a \\u0932\\u0917 \\u0930\\u0939\\u0940 \\u0939\\u0948 \\n\\U0001f60d\\U0001f60d\\U0001f60d\\n#IvankaTrump https://t.co/5jt4MX3dcB',b'1231939595639513088',b'\\u0928\\u093f\\u0936\\u093e \\u0938\\u093f\\u0902\\u0939 \\u0930\\u093e\\u0920\\u094c\\u095c',b'therealnisha1',b'India',"b'Bio Data \\u091c\\u093e\\u0928\\u0915\\u0930 \\u0915\\u094d\\u092f\\u093e \\u0915\\u0930\\u094b\\u0917\\u0947 | \\u092e\\u0947\\u0930\\u0940 \\u092a\\u094b\\u0938\\u094d\\u091f \\u0938\\u093f\\u0930\\u094d\\u092b \\u0914\\u0930 \\u0938\\u093f\\u0930\\u094d\\u092b \\u0939\\u0901\\u0938\\u0940, \\u092e\\u095b\\u093e\\u0915 \\u0915\\u0947 \\u0932\\u093f\\u090f \\u0930\\u0939\\u0924\\u093e \\u0939\\u0948 \\u0915\\u0943\\u092a\\u092f\\u093e \\u0907\\u0938\\u0947 \\u0926\\u093f\\u0932 \\u092a\\u0947 \\u0928\\u093e \\u0932\\u0947 \\U0001f60a'",b'20793',b'8368',b'8',b'5966',b'27465',b'False',b'False',b'True',b'False',b'2018-10-17 13:11:50'
b'This trip of Great India is going to unforgettable for @realDonaldTrump @POTUS @IvankaTrump. Our PM @narendramodi &amp;\\u2026 https://t.co/q4ycRzM7uG',b'1231939585162113025',b'Puru Patel',b'ImPuruPatel',"b'New Delhi, India'",b'Tweets r personal',b'53',b'29',b'1',b'1806',b'205',b'False',b'False',b'True',b'False',b'2015-10-12 14:21:27'
b'Well come to India sir..great leader of a great country... We r welcoming to you and your family..\\u2026 https://t.co/67SoSuLvyQ',b'1231939544884350978',"b""praveen singh Rajput \\u2665\\ufe0f'""",b'praveenrajput08',b'indore.',b'@biggboss \\n#Boggboss13 #bb13',b'103',b'59',b'1',b'891',b'4710',b'False',b'False',b'True',b'False',b'2015-02-24 17:31:47'
b'@awasthis \\u092c\\u0941\\u0932\\u093e\\u0924\\u0940 \\u0939\\u0948 \\u092e\\u0917\\u0930 \\u091c\\u093e\\u0928\\u0947 \\u0915\\u093e \\u0928\\u0939\\u0940\\u0902 \\U0001f605\\u263a\\U0001f970\\U0001f618 #Ivankatrump mam #CRush\\u2763 https://t.co/6dUh8mBcxy',b'1231939329888407553',b'Hindu Priyanshu Priyadarshi',b'PriyanshuPriad1',b'',b'love my india \\U0001f1ee\\U0001f1f3\\U0001f1ee\\n\\u091c\\u093e\\u0924\\u093f\\u0935\\u093e\\u0926\\u0940 \\u0926\\u0941\\u0930 \\u0930\\u0939\\u0947\\u0902 \\u0939\\u093f\\u0928\\u094d\\u0926\\u0942\\u0935\\u093e\\u0926\\u0940 \\u092b\\u093e\\u0932\\u094b \\u0915\\u0930\\u0947\\n\\u0938\\u092c\\u0915\\u094b \\u092b\\u093e\\u0932\\u094b \\u092c\\u0948\\u0915 \\u092e\\u093f\\u0932\\u0947\\u0917\\u093e\\n\\u091c\\u092f \\u0936\\u094d\\u0930\\u0940 \\u0930\\u093e\\u092e \\u091c\\u092f \\u0930\\u0935\\u093f\\u0926\\u093e\\u0938 \\U0001f64f\\U0001f6a9\\U0001f64f',b'79',b'259',b'0',b'485',b'321',b'False',b'False',b'True',b'False',b'2020-01-14 04:48:27'
b'@realDonaldTrump pleasure to have you and @FLOTUS and @IvankaTrump here in India. We look forward to have a great o\\u2026 https://t.co/m9oulwkmcI',b'1231939254722482178',b'Mehul Darooka',b'mehuldarooka',"b'Pune, India'","b'Actor, Writer, Author, Corporate Behavioral Trainer, Entrepreneur, Film Maker, Voice Over Artiste, DISC Certified and Consultant'",b'302',b'255',b'42',b'3799',b'8135',b'False',b'False',b'False',b'False',b'2010-07-13 16:29:40'
b'#IvankaTrump #DonaldTrump #Sholay #MelaniaTrump @realDonaldTrump hato yha se... https://t.co/RL6DYLeQGp',b'1231939224527626242',b'Roopam Anurag',b'Mohitra39081617',b'bihar',"b'student, cricket and movie lover.'",b'4',b'86',b'0',b'394',b'1241',b'False',b'False',b'True',b'False',b'2018-10-13 01:12:47'
b'Aaj bhakton ko sahab ke saath trump aur madam ki bhi chaatni pad rahi hai \\U0001f923\\U0001f923\\n\\n#DonaldTrump #MelaniaTrump #IvankaTrump',b'1231939168583897094',b'I Am The Truth',b'TweetOfTruthGod',b'United States',b'I speak the truth. Some applaud it & some despise it.',b'34',b'377',b'0',b'4250',b'3326',b'False',b'False',b'True',b'False',b'2018-10-14 17:09:41'
b'Whatsup BEBUCHAKS.... Amdavad ki welcome.\\n#IvankaTrump #IncredibleIndia #Ahmedabad #WelcomeTrump #TrumpInIndia https://t.co/rJgnFfOW5o',b'1231938933597986817',b'Sameer Murthy',b'SnapiRabbit',"b'Chennai, India'",b'I make memes and i fitness whole burger into my mouth.\\nArdent fan of #TMKOC #JETHALALArmy\\n#BabitaARMY\\nSENSCARY NIBBA',b'19',b'68',b'0',b'649',b'8646',b'False',b'False',b'True',b'False',b'2019-03-09 04:43:01'
b'There are two kinds of people in the world. Those who have seen the Taj Mahal and love it and those who have not se\\u2026 https://t.co/OrvTPU8gd7',b'1231938868699529216',b'Syed Najaf Ishan\\xae',b'iamsnih',b'India',"b""I've worked too hard and too long to let anything stand in the way of my goals.Follow me \\U0001f449 @twitter @iamsnih \\U0001f600\\U0001f64f""",b'158',b'1',b'1',b'334',b'97',b'False',b'False',b'False',b'False',b'2011-01-18 05:44:34'
"b'Check out the Behind-the-scene picture of Tamoghna on \\u2018Bhalobasa\\u2019 sets | ""Bhalobasa"" By Tamoghna releasing on 28th\\u2026 https://t.co/gA1vVDHnpi'",b'1231938557209497600',b'Bengali Musically',b'BengaliMusicaly',b'KOLKATA',b'Music production | Worldwide music &\\nVideo distribution | Digital marketing | For collaboration Email : bengalimusically@gmail.com',b'13',b'265',b'0',b'478',b'149',b'False',b'False',b'True',b'False',b'2018-09-28 12:10:37'
"b'#SriStarGoldCompany is Expanding with the grace of almighty.\\nWe Are Opening to New City, Who Will Guess?\\u2026 https://t.co/izkm4LnU3z'",b'1231938242137583617',b'SriStar Gold',b'SriStarGold',b'Malleshwaram',"b'SriStar Gold Company were industry pioneers and the first in India to introduce the concept of Immediate Cash for jewellery, in a secure professional up market'",b'106',b'4',b'0',b'69',b'50',b'False',b'False',b'True',b'False',b'2019-08-31 09:09:21'
b'#IvankaTrump \\u0a24\\u0a47 \\u0a39\\u0a40 \\u0a2b\\u0a3f\\u0a26\\u0a3e \\u0a39\\u0a4b\\u0a0f \\u0a2b\\u0a3f\\u0a30\\u0a26\\u0a47\\n\\u0a2b\\u0a3f\\u0a30 \\u0a15\\u0a39\\u0a3f\\u0a70\\u0a26\\u0a47 \\u0a05\\u0a24\\u0a3f\\u0a25\\u0a40\\u0a26\\u0a47\\u0a35\\u0a4b\\u0a2d\\u0a35\\u0a3f',b'1231938231786246146',b'\\u0a30\\u0a3e\\u0a1c\\u0a28\\u0a26\\u0a40\\u0a2a \\u0a15\\u0a4c\\u0a30',b'_RAJANDEEPKAUR',"b'Nabha , India\\U0001f1ee\\U0001f1f3'","b'I am real , I hope some of my followers are too...'",b'2602',b'95',b'0',b'74346',b'56165',b'False',b'False',b'False',b'False',b'2017-04-27 12:21:44'
b'#TrumpIndiaVisit #TrumpModiMeet #DelhiPolice #DonaldTrump #TajMahal \\n#IvankaTrump #CAAProtest',b'1231938227424157696',b'Arfat Siddique',b'siddique_arfat',"b'\\u092e\\u0941\\u0902\\u092c\\u0908, \\u092d\\u093e\\u0930\\u0924'","b""Follows Politics,\\nGen.Sec at HIND SENA FOUNDATION (N.G.O), Vice President at Cutchi Memon Students' Circle, Jt.Sec at JUNANI FOUNDATION (N.G.O)""",b'57',b'72',b'0',b'88',b'3689',b'False',b'False',b'True',b'False',b'2017-04-18 13:13:09'
b'#india #TajMahal #IvankaTrump @IvankaTrump #beutifull https://t.co/CqJVzVQMMC',b'1231938207065006090',b'Ajay Lodha Rajput',b'ajaylodha943',"b'Gujarat, India'",b'\\u091c\\u092f \\u0939\\u093f\\u0902\\u0926 |',b'9',b'39',b'0',b'105',b'292',b'False',b'False',b'True',b'False',b'2017-12-21 02:54:53'
"b'""Looking Beautiful With Taj""\\n\\n#IvankaTrump \\n#NamasteyTrump https://t.co/uTpLwzJks5'",b'1231938204602757120',b'Chudasama Vishvarajsinh',b'Vishvar53787973',"b'Jamnagar, India'",b'The Money Master.',b'6',b'23',b'0',b'81',b'470',b'False',b'False',b'True',b'False',b'2019-10-30 03:37:05'
"b""I don't know why Indians go crazy on seeing foreign beauty...and ignore Indian beauty which surpasses this wordly b\\u2026 https://t.co/XPMxmlmFbN""",b'1231938165205819393',b'AyushGoyal',b'AyushGoyal_07',"b'Firozabad, Uttar Pradesh'","b""Opportunities don't happen. You create them.....\\U0001f44d\\nSo do hard work until you are done !!""",b'2',b'46',b'0',b'40',b'52',b'False',b'False',b'True',b'False',b'2020-02-03 13:39:18'
b'#IvankaTrump ko India kuch aisa dikha... https://t.co/KEwsQXvcRh',b'1231938058666291201',b'Pratham Pratap Singh',b'pratham_pratap',"b'\\u0909\\u0924\\u094d\\u0924\\u0930 \\u092a\\u094d\\u0930\\u0926\\u0947\\u0936, \\u092d\\u093e\\u0930\\u0924'","b'Student,patriot,Namo supporter and a citizen of India...\\n\\U0001f60eJust chilling and....\\nliving  life my way\\U0001f61c.'",b'4',b'104',b'0',b'25',b'1564',b'False',b'False',b'True',b'False',b'2019-06-01 09:30:18'
"b'@GirishNaught The one, people actually went to see #IvankaTrump \\U0001f605'",b'1231937985148383233',b'Bibhuti Bhusan',b'bibhuti368',"b'Bengaluru South, India'","b""I was a mechanical engineer once. Things didn't work out well...""",b'98',b'185',b'0',b'3198',b'9175',b'False',b'False',b'True',b'False',b'2016-10-24 17:35:53'
b'*Rare photo of Vin Diesel meeting Dolan Trump*\\n\\n#NamsteTrump #IvankaTrump #GoBackTrump #TrumpIndiaVisit \\n#TajMahal https://t.co/9eSeqVzbTg',b'1231937920111644674',b'Anish Khichar',b'iam_anysh',"b'Jaipur, India'",b'LIVE | READ |SLEEP',b'509',b'269',b'4',b'255',b'88',b'False',b'False',b'True',b'False',b'2015-01-13 05:27:46'
b'#IvankaTrump \\n\\nWelcome beautiful \\U0001f60d\\U0001f60d https://t.co/GuAd8DwzCz',b'1231937812351438854',b'Dr Rakesh Tiwari',b'RakeshT94831247',"b'New Delhi, India'","b'Physicians....love politics,news junkie,fitness freaks,love travelling'",b'192',b'405',b'0',b'2208',b'13974',b'False',b'False',b'True',b'False',b'2019-01-11 16:06:12'
"b'#IvankaTrump #TrumpInIndia #NamasteyTrump\\n\\nTrump: Honey, we are heading to Delhi, I have heard about Sisodhia (Worl\\u2026 https://t.co/MUgNYwcenK'",b'1231937599247241216',b'Mukhiya ji',b'humour_full',b'',b'|Modi2.0 | Indian | Nationalist | #HMP|\\nLikes/RT != Endorsement',b'148',b'33',b'1',b'1646',b'3193',b'False',b'False',b'True',b'False',b'2018-08-19 08:21:07'
b'#namasteivanka #IvankaTrump a true boss lady! @IvankaTrump',b'1231937594486751233',b'buttercakeluv',b'vishalmellark',b'',b'I apologize in advance. snapchat : vishalmellark | instagram : buttercakeluv',b'117',b'163',b'1',b'26713',b'36736',b'False',b'False',b'False',b'False',b'2015-01-17 03:36:10'
b'#IvankaTrump\\n\\n*Girls during relationship*\\n\\nboyfriend ke               bestfriend ke\\n    lia\\u2026 https://t.co/EJp0R8I5CX',b'1231937397996257281',b'Pranjul Sharma\\U0001f33c',b'Pranjultweet',b'',b'I am here to entertain you !',b'6228',b'263',b'13',b'36809',b'50731',b'False',b'False',b'True',b'False',b'2017-01-17 13:34:16'
"b'The Mughals were traitors. Muslims are also traitors. Today, to see the Taj Mahal built by the same traitors, the s\\u2026 https://t.co/2MP7kAbr1M'",b'1231937226478514176',b'Juned Yeldoz F4F',b'junedyeldoz',b'India',b'Journalist l TV News Anchor l Producer l Writer and social worker l Member of BMMA l Proud to be an Indian ! All r welllcome. \\U0001f60a',b'262',b'812',b'0',b'1527',b'1',b'False',b'False',b'False',b'False',b'2015-10-25 09:21:11'
"b'""\\u0913 \\u092e\\u0947\\u0930\\u0940 \\u091c\\u092e\\u0940\\u0902..., \\u0924\\u0947\\u0930\\u0940 \\u092e\\u093f\\u091f\\u094d\\u091f\\u0940 \\u092e\\u0947\\u0902 \\u092e\\u093f\\u0932 \\u091c\\u093e\\u0935\\u093e\\u0902"" \\u0917\\u093e\\u0928\\u0947 \\u092a\\u0930 \\u091d\\u0942\\u092e \\u0909\\u0920\\u093e \\u0926\\u0941\\u0928\\u093f\\u092f\\u093e\\u0902 \\u0915\\u093e \\u0938\\u092c\\u0938\\u0947 \\u092c\\u0921\\u093c\\u093e \\u092e\\u094b\\u091f\\u0947\\u0930\\u093e \\u0915\\u094d\\u0930\\u093f\\u0915\\u0947\\u091f \\u0938\\u094d\\u091f\\u0947\\u0921\\u093f\\u092f\\u092e! |\\u2026 https://t.co/W5DJhaAXCl'",b'1231936986887401474',b'Navnit Anand',b'navnitanand79',b'India',b'Social Media Manager & Editor of @nayichaupal\\n|Nationalist| |Independent Views & Opinion| |Center to Right Narratives|',b'275',b'940',b'0',b'7832',b'5642',b'False',b'False',b'True',b'False',b'2014-08-15 05:02:48'
b'#IvankaTrump',b'1231936810961403907',b'landcock marketing',b'LandcockM',b'madurai tamilnadu india',b'landcock is an professional realestate company\\nbe a part of our family\\nFor further details contact ; 9042424255  \\nhappy homing',b'1',b'12',b'0',b'10',b'8',b'False',b'False',b'True',b'False',b'2020-02-22 12:40:34'
b'#IvankaTrump \\u0938\\u0947 \\u091c\\u094d\\u092f\\u093e\\u0926\\u093e \\u0916\\u0942\\u092c\\u0938\\u0942\\u0930\\u0924 \\u0924\\u094b \\u0939\\u092e\\u093e\\u0930\\u0940 #swara \\u0939\\u0948!!\\n\\U0001f60e\\U0001f60e\\U0001f60e\\U0001f60e\\U0001f60e\\n\\n@ReallySwara',b'1231936740769910784',b'\\u0935\\u0940\\u0930\\u0947\\u0928\\u094d\\u0926\\u094d\\u0930 \\u0926\\u0941\\u092c\\u0947',b'virendradubey86',"b'Raipur, India'","b'Mechanical Engineer!\\nEntrepreneur!\\npolitical analyst!\\n\\nRetweets are\\xa0not endorsements.\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\u092e\\u0948\\u0902 \\u0930\\u0939\\u0942\\u0902 \\u092f\\u093e \\u0928\\u093e \\u0930\\u0939\\u0942\\u0902,\\u092d\\u093e\\u0930\\u0924 \\u092f\\u0947 \\u0930\\u0939\\u0928\\u093e \\u091a\\u093e\\u0939\\u093f\\u090f!'",b'3214',b'2207',b'24',b'51659',b'9689',b'False',b'False',b'False',b'False',b'2015-08-01 19:56:07'
b'Make a spot on audience hunt with Socialchaat!\\n\\n#SocialChaat #DigitalTadka\\n.\\n.\\n.\\n#socialmedia #socialmediamarketing\\u2026 https://t.co/bSVzmDDlS2',b'1231936683274227712',b'SocialChaat',b'social_chaat',b'Panchkula',b'Digital Agency',b'2',b'1',b'0',b'25',b'0',b'False',b'False',b'True',b'False',b'2019-12-10 06:30:27'
b'Donald Trump And Family Visit Taj Mahal\\n#TrumpInIndia #TrumpIndiaVisit #TrumpModiMeet #TajMahal #IvankaTrump\\u2026 https://t.co/Qn7EsKGDrO',b'1231936622792339458',b'Telugudaily24',b'Telugudaily247',"b'Hyderabad, India'",b'Telugudaily24 is India\\u2019s fast-growing e-media Company with the focus on Telugu States. Its social-centric values make it deliver the superlative news.',b'164',b'128',b'0',b'6908',b'1262',b'False',b'False',b'False',b'False',b'2018-10-23 08:06:10'
b'#IvankaTrump \\n\\u0935\\u093e\\u0939 \\u0924\\u093e\\u091c \\u092f\\u093e \\u0935\\u093e\\u0939 \\u0907\\u0935\\u093e\\u0902\\u0915\\u093e \\u2665\\ufe0f\\nIvanka Trump is looking more beautiful...\\nThen Taj Mahal!\\n@IvankaTrump \\u2764\\u2026 https://t.co/LNMEZTpOoa',b'1231936559445729280',b'Munda Tatawala',b'DTatawala',b'Bharat',"b'Son of a Farmer,\\nTribal from Jharkhand-\\nProudly follow Hinduism. \\n#Political Analyst #Finance Geek. RespectAllReligion #HinduRashtra \\u092d\\u093e\\u0930\\u0924 \\u0938\\u0930\\u094d\\u0935\\u092a\\u094d\\u0930\\u0925 \\U0001f1ee\\U0001f1f3 \\u0938\\u0930\\u094d\\u0935\\u094b\\u092a\\u0930\\u0940'",b'86',b'169',b'0',b'6093',b'4060',b'False',b'False',b'True',b'False',b'2019-03-05 16:55:24'
b'\\u0939\\u093f\\u0902\\u0926\\u0940 \\u092e\\u0947\\u0902 \\u0915\\u0939\\u0947\\u0902 \\u0924\\u094b - \\u090f\\u0915 \\u0926\\u0942\\u0938\\u0930\\u0947 \\u0915\\u0947 \\u092a\\u0942\\u0930\\u0915 \\nIn english - Feather Flock\\n\\U0001f60d\\n\\n\\u092f\\u0947 \\u092a\\u0930\\u094d\\u092f\\u093e\\u092f\\u0935\\u093e\\u091a\\u0940 \\u0907\\u0938\\u0940 \\u0926\\u093f\\u0928 \\u0915\\u0947 \\u0932\\u093f\\u090f \\u092a\\u0922\\u093c\\u093e\\u0908 \\u0925\\u0940 \\u092e\\u093e\\u0938\\u094d\\u0938\\u093e\\u092c\\u2026 https://t.co/QBkWlK7Xzg',b'1231936465061347332',b'Gaurav Agrawal',b'GauravAgrawaal',b'India',b'Anchor/Sr. Producer @TV9Bharatvarsh | \\u0935\\u093f\\u091a\\u093e\\u0930 \\u0928\\u093f\\u091c\\u0940 \\u0939\\u0948\\u0902 \\u0914\\u0930 \\u0938\\u094b\\u091a \\u0938\\u0915\\u093e\\u0930\\u093e\\u0924\\u094d\\u092e\\u0915\\u0964 \\u091c\\u0928\\u094d\\u092e\\u0938\\u094d\\u0925\\u0932\\u0940 #Bahraich \\u0914\\u0930 \\u0915\\u0930\\u094d\\u092e\\u0938\\u094d\\u0925\\u0932\\u0940 \\u092a\\u0942\\u0930\\u0940 \\u0927\\u0930\\u0924\\u0940\\u0964 \\u0907\\u0938\\u0915\\u0947 \\u0906\\u0917\\u0947 \\u091c\\u093e\\u0928\\u0928\\u0947 \\u0915\\u0940 \\u091a\\u093e\\u0939 \\u0939\\u0948 \\u0924\\u094b \\u092b\\u0949\\u0932\\u094b \\u0915\\u0940\\u091c\\u093f\\u092f\\u0947\\u0964',b'1880',b'951',b'11',b'6430',b'5308',b'False',b'False',b'False',b'False',b'2010-10-29 17:00:55'
b'\\u0928\\u0908 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940\\u0964 \\u0936\\u093e\\u0939\\u0940\\u0928 \\u092c\\u093e\\u0917 \\u0915\\u0947 \\u0930\\u093e\\u0938\\u094d\\u0924\\u0947 \\u0915\\u094b \\u0932\\u0947\\u0915\\u0930 \\u0938\\u0941\\u092a\\u094d\\u0930\\u0940\\u092e \\u0915\\u094b\\u0930\\u094d\\u091f \\u0915\\u0947 \\u0935\\u0915\\u0940\\u0932 \\u0928\\u0947 \\u0915\\u093f\\u092f\\u093e \\u091a\\u094c\\u0902\\u0915\\u093e\\u0928\\u0947 \\u0935\\u093e\\u0932\\u093e \\u0916\\u0941\\u0932\\u093e\\u0938\\u093e\\n\\n \\U0001f534 LIVE\\u2026 https://t.co/pNfXB0TcbQ',b'1231936398137098245',b'DS4 News',b'ds4news',"b'Noida, India'",b'Breaking News Alert from India  \\nhttps://t.co/kbmcX9FRLi\\nhttps://t.co/VEXRM60OhF',b'513',b'35',b'1',b'4063',b'967',b'False',b'False',b'True',b'False',b'2016-08-02 13:00:27'
b'\\u0924\\u093e\\u091c\\u092e\\u0939\\u0932 \\u0915\\u0940 \\u0935\\u093f\\u091c\\u093f\\u091f\\u0930 \\u092c\\u0941\\u0915 \\u092e\\u0947\\u0902 \\u0930\\u093e\\u0937\\u094d\\u091f\\u094d\\u0930\\u092a\\u0924\\u093f \\u091f\\u094d\\u0930\\u092e\\u094d\\u092a  @realDonaldTrump \\u0928\\u0947 \\u0932\\u093f\\u0916\\u093e \\u0915\\u093f \\u0924\\u093e\\u091c\\u092e\\u0939\\u0932 \\u092d\\u093e\\u0930\\u0924 \\u0915\\u0940 \\u0935\\u093f\\u0935\\u093f\\u0927 \\u0938\\u0902\\u0938\\u094d\\u0915\\u0943\\u0924\\u093f \\u0915\\u093e \\u0905\\u0902\\u0924\\u0939\\u0940\\u0928 \\u0909\\u091a\\u094d\\u2026 https://t.co/WABepXP3AX',b'1231936369171107843',b'Naila Kidwai',b'naila_kidwai',b'lucknow',b'Journalist    tweets are personal',b'93',b'72',b'4',b'2373',b'147',b'False',b'False',b'True',b'False',b'2016-05-22 12:58:22'
"b'For the very first time, this came from bottom of my heart. ""Waah Taaj"". #IvankaTrump https://t.co/CVZZQr07YK'",b'1231936227533656069',b'iam$$',b'The_S_S_',b'Kolkata',b'',b'0',b'79',b'0',b'10',b'0',b'False',b'False',b'True',b'False',b'2020-02-24 08:08:19'
"b""''apni beti ka rishta mere supporter kapil ke sath karwa de '' #IvankaTrump https://t.co/MoxKPaDot7""",b'1231936168356388870',b'\\U0001f477\\U0001f3fc\\u200d\\u2642\\ufe0fkapil sharma\\U0001f426',b'kapilmanikoscar',b'India',b'bat fan\\U0001f987 love memes\\u2764\\ufe0f',b'312',b'299',b'0',b'6974',b'6193',b'False',b'False',b'True',b'False',b'2017-03-23 17:57:35'
"b""US President Donald Trump's daughter Ivanka Trump describes the #NamasteTrump event as SPECTACULAR \\U0001f44c\\U0001f44f\\u2026 https://t.co/qTwDzffiVE""",b'1231935940878311425',b'\\U0001d64e\\U0001d643\\U0001d652\\U0001d640\\U0001d64f\\U0001d63c \\U0001d63d\\U0001d63c\\U0001d645\\U0001d63c\\U0001d645',b'ShwetaWIN',"b'Lucknow, India'",b'\\U0001d675\\U0001d68a\\U0001d697\\U0001d69d\\U0001d68a\\U0001d69c\\U0001d6a2 \\U0001d695\\U0001d698\\U0001d69f\\U0001d68e\\U0001d69b\\n\\U0001f495 | \\U0001d53c\\U0001d55f\\U0001d565\\U0001d563\\U0001d556\\U0001d561\\U0001d563\\U0001d556\\U0001d55f\\U0001d556\\U0001d566\\U0001d563 | \\ua730\\u1d00\\u0274 \\u1d0f\\ua730 \\U0001d647\\U0001d64a\\U0001d64d\\U0001d640\\U0001d649\\U0001d655\\U0001d64a \\U0001d644\\U0001d649\\U0001d64e\\U0001d644\\U0001d642\\U0001d649\\U0001d640 \\u1d1b\\u026a\\u029f\\u029f \\u1d05\\u026a\\u1d07\\n | \\U0001d405\\U0001d40e\\U0001d40b\\U0001d40b\\U0001d40e\\U0001d416 \\U0001d40c\\U0001d404 \\U0001d413\\U0001d40e \\U0001d405\\U0001d414\\U0001d402\\U0001d40a \\U0001d40b\\U0001d404\\U0001d400\\U0001d406\\U0001d414\\U0001d404\\U0001d412\\n \\U0001f60d\\u2764\\ufe0f',b'274',b'1405',b'0',b'289',b'4262',b'False',b'False',b'True',b'False',b'2019-11-09 18:52:20'
b'new crush\\U0001f60d\\u2764\\ufe0f #IvankaTrump',b'1231935762414948353',b'\\U0001f477\\U0001f3fc\\u200d\\u2642\\ufe0fkapil sharma\\U0001f426',b'kapilmanikoscar',b'India',b'bat fan\\U0001f987 love memes\\u2764\\ufe0f',b'312',b'299',b'0',b'6974',b'6193',b'False',b'False',b'True',b'False',b'2017-03-23 17:57:35'
b'#IvankaTrump we the Indians love you all. \\n\\nWish - A very memorable visit \\nand all the very best for your career.\\u2026 https://t.co/R7kMczzmFo',b'1231935737995485186',b'Fakira',b'Fakira01468772',"b'\\u092e\\u0941\\u0902\\u092c\\u0908, \\u092d\\u093e\\u0930\\u0924'","b'Businessman, \\nEx. Defence Services, \\n\\u0938\\u094d\\u0935\\u092f\\u0902\\u0938\\u0947\\u0935\\u0915'",b'3',b'23',b'0',b'57',b'198',b'False',b'False',b'True',b'False',b'2020-01-17 04:19:00'
b'Do whatever you want to do.. but no need to go for long drive with @ShashiTharoor #TrumpInIndia\\n#IvankaTrump\\u2026 https://t.co/vPNoPfvNHz',b'1231935646048116736',b'Niranjan sharma\\U0001f1ee\\U0001f1f3',b'Niranjan791',b'Humanity',"b""Don't trust too much. Don't love too much. Don't hope too much. Because that too much can hurt you so much. #humanity is Rare \\U0001f64f\\n#NationFirst Tweets in #Like\\U0001f44d""",b'1301',b'85',b'35',b'88196',b'101774',b'False',b'False',b'False',b'False',b'2012-05-15 04:18:27'
b'#\\u0928\\u094b\\u090f\\u0921\\u093e\\u0964 \\u092a\\u0941\\u0937\\u094d\\u092a \\u092a\\u094d\\u0930\\u0926\\u0930\\u094d\\u0936\\u0928\\u0940 \\u092e\\u0947\\u0902 \\u0936\\u092e\\u094d\\u092d\\u0942 \\u0936\\u093f\\u0916\\u0930 \\u0915\\u0940 \\u0915\\u0935\\u093f\\u0924\\u093e\\u0913\\u0902 \\u092a\\u0930 \\u0916\\u0942\\u092c \\u0932\\u0917\\u0947 \\u0920\\u0939\\u093e\\u0915\\u0947\\n\\n \\U0001f534 LIVE\\nhttps://t.co/7x7C0NywOx\\n\\n#TrumpInIndiap\\u2026 https://t.co/y71d0ndRUj',b'1231935488317173760',b'DS4 News',b'ds4news',"b'Noida, India'",b'Breaking News Alert from India  \\nhttps://t.co/kbmcX9FRLi\\nhttps://t.co/VEXRM60OhF',b'513',b'35',b'1',b'4063',b'967',b'False',b'False',b'True',b'False',b'2016-08-02 13:00:27'
b'Do whatever you want but don\\u2019t eat road side food #dinner #TrumpInIndia #IvankaTrump https://t.co/rYzfSlhvPU',b'1231935477998964739',b'lucky prahalad reddy',b'PrahaladLucky',b'Hyderbad',"b'Entrepreneur, Web designer & Web developer, SDET in @VMwareIN, Jeep mechanic by interest #mahindra and travel geek \\U0001f60a\\nInstagram: https://t.co/2VWOHJca7n'",b'23',b'41',b'0',b'465',b'79',b'False',b'False',b'True',b'False',b'2014-10-03 05:40:04'
b'@IvankaTrump Please apne pati ko divorce dekhar mujhse shaadi karloo mein tumhare bachche ko apna naam dene ke liye ready hun #IvankaTrump \\u2764',b'1231935425654202374',b'Pranjul Sharma\\U0001f33c',b'Pranjultweet',b'',b'I am here to entertain you !',b'6228',b'263',b'13',b'36809',b'50731',b'False',b'False',b'True',b'False',b'2017-01-17 13:34:16'
b'@IvankaTrump Welcome to India mam #IvankaTrump',b'1231935412148375553',b'HIMANSHU TIWARI',b'HIMANSH11451177',b'',b'',b'1',b'26',b'0',b'2',b'5',b'False',b'False',b'True',b'False',b'2020-02-24 13:22:42'
