"b'@HomeBuilderTex @ABC ""Good job, Tex!"" #IvankaTrump \\U0001f1fa\\U0001f1f8 https://t.co/uDYD3dkU2W'",b'1229205169914568704',b'ChairmanYou',b'ComradeYou',"b'Los Angeles, CA'",b'#TheResistance \\U0001f1fa\\U0001f1f8 #Resist \\U0001f1fa\\U0001f1f8 #MOT',b'1057',b'1561',b'0',b'4953',b'2934',b'False',b'False',b'True',b'False',b'2019-03-23 20:20:12'
b'#IvankaTrump exudes fakeness. https://t.co/1fHD0P3cey',b'1229121719807422470',b'Trinitydawn\\U0001f352 #LostSemite...Tell your story',b'shelbyricher',b'',b'#TikkunOlam .... Where the hell do you earthen clay beings think you are? #Reparations',b'493',b'606',b'27',b'62709',b'20108',b'False',b'False',b'True',b'False',b'2012-09-27 14:22:41'
"b""@VOANews I can't, with this #fraud\\nCould she be any more EMBARRASSING?\\n\\nThe #tRUmpCRIMEFamily strikes again. \\nWhat'\\u2026 https://t.co/P0p5gzillQ""",b'1229120961301143554',b'\\U0001f451 krownjules \\U0001f451',b'krownjules',b'United States',"b""HERE, RIGHT MATTERS. New Yorker. Part Bull/Part Bear/Part Magpie. 100% PATRIOT. IF YOU'RE NOT OUTRAGED, YOU'RE NOT PAYING ATTENTION. #TeamPatriot #ImpeachTheMF""",b'203',b'609',b'5',b'15218',b'51965',b'False',b'False',b'False',b'False',b'2012-11-02 23:26:06'
b'Another stunning day in the stunning life of #IvankaTrump https://t.co/87H1cgSdPj',b'1229120261988831232',b'TrumpGoingGone',b'CorporatePiggie',b'',b'#RESIST #TheResistance  #FBR  #IMPEACH #LGBTQ #BLM\\n#Inequality NO DMs',b'10441',b'9649',b'16',b'75925',b'51092',b'False',b'False',b'False',b'False',b'2015-08-26 21:35:11'
b'\\u0645\\u0633\\u062a\\u0634\\u0627\\u0631\\u0629 \\u0627\\u0644\\u0631\\u0626\\u064a\\u0633 \\u0627\\u0644\\u0623\\u0645\\u0631\\u064a\\u0643\\u064a #\\u0625\\u064a\\u0641\\u0627\\u0646\\u0643\\u0627_\\u062a\\u0631\\u0627\\u0645\\u0628 \\u0641\\u064a \\u0625\\u0637\\u0644\\u0627\\u0644\\u0629 \\u0631\\u0627\\u0626\\u0639\\u0629 \\u0628\\u0623\\u062d\\u062f \\u0641\\u0646\\u0627\\u062f\\u0642 #\\u062f\\u0628\\u064a\\n\\n  @IvankaTrump\\n  #IvankaTrump\\n  #GWFD2020\\u2026 https://t.co/m9QVaT8dXj',b'1229116037129478144',b'\\u0635\\u062d\\u064a\\u0641\\u0629 \\u0627\\u0644\\u0628\\u064a\\u0627\\u0646',b'AlBayanNews',"b'Dubai , UAE'",b'\\u0635\\u062d\\u064a\\u0641\\u0629 \\u0625\\u0645\\u0627\\u0631\\u0627\\u062a\\u064a\\u0629 \\u064a\\u0648\\u0645\\u064a\\u0629 \\u0634\\u0627\\u0645\\u0644\\u0629 \\u062a\\u0635\\u062f\\u0631 \\u0639\\u0646 \\u0645\\u0624\\u0633\\u0633\\u0629 \\u062f\\u0628\\u064a \\u0644\\u0644\\u0625\\u0639\\u0644\\u0627\\u0645 #\\u0627\\u0644\\u0628\\u064a\\u0627\\u0646_\\u0627\\u0644\\u0642\\u0627\\u0631\\u0626_\\u062f\\u0627\\u0626\\u0645\\u0627 https://t.co/Vq7YaxKEYk',b'734192',b'67',b'1712',b'482729',b'2423',b'True',b'False',b'False',b'False',b'2010-02-14 18:20:05'
"b""Zo, kudo's +veel voor #IvankaTrump https://t.co/R5wmrDFj6f""",b'1229113813808680961',b'sophietjeA',b'sophietjeA',"b'Gelderland, Nederland'","b'Realiteitszin, vrijdenker, veel van de wereld gezien, oud genoeg om van het leven geleerd te hebben, zelfstandig ondernemer. ""Virtus junxit, mors non separabit""'",b'1532',b'2115',b'2',b'10356',b'16248',b'False',b'False',b'True',b'False',b'2010-03-19 20:50:52'
b'@Redpainter1 She is a fraud. #IvankaTrump @IvankaTrump',b'1229110025278255104',b'A Patriot\\u2019s Daughter',b'FogPapier',b'United States',b'\\u2022 fighting the fight for my Dad \\u2022 RESIST \\u2022 VOTE THE OLD WHITE MEN OUT',b'229',b'494',b'9',b'9966',b'10493',b'False',b'False',b'False',b'False',b'2016-03-02 20:20:51'
b'#\\u0645\\u0646\\u062a\\u062f\\u0649_\\u0627\\u0644\\u0645\\u0631\\u0623\\u0629_\\u0627\\u0644\\u0639\\u0627\\u0644\\u0645\\u064a \\u062f\\u0628\\u064a 2020 \\u064a\\u062d\\u0634\\u062f \\u0642\\u0627\\u062f\\u0629 \\u0648\\u0635\\u0646\\u0627\\u0639 \\u0631\\u0623\\u064a \\u0648\\u0645\\u0644\\u0647\\u0645\\u0627\\u062a. \\u062b\\u0644\\u0627\\u062b \\u0623\\u0641\\u0643\\u0627\\u0631 \\u0631\\u0626\\u064a\\u0633\\u064a\\u0629 \\u0647\\u064a\\u0645\\u0646\\u062a \\u0639\\u0644\\u0649 \\u0623\\u062c\\u0648\\u0627\\u0621 \\u0627\\u0644\\u064a\\u0648\\u0645 \\u0627\\u0644\\u0623\\u0648\\u0644. \\u0627\\u0643\\u062a\\u0634\\u0641\\u0647\\u0627\\u2026 https://t.co/vttup8iCiJ',b'1229104159422545926',b'\\u0635\\u062d\\u064a\\u0641\\u0629 \\u0627\\u0644\\u0628\\u064a\\u0627\\u0646',b'AlBayanNews',"b'Dubai , UAE'",b'\\u0635\\u062d\\u064a\\u0641\\u0629 \\u0625\\u0645\\u0627\\u0631\\u0627\\u062a\\u064a\\u0629 \\u064a\\u0648\\u0645\\u064a\\u0629 \\u0634\\u0627\\u0645\\u0644\\u0629 \\u062a\\u0635\\u062f\\u0631 \\u0639\\u0646 \\u0645\\u0624\\u0633\\u0633\\u0629 \\u062f\\u0628\\u064a \\u0644\\u0644\\u0625\\u0639\\u0644\\u0627\\u0645 #\\u0627\\u0644\\u0628\\u064a\\u0627\\u0646_\\u0627\\u0644\\u0642\\u0627\\u0631\\u0626_\\u062f\\u0627\\u0626\\u0645\\u0627 https://t.co/Vq7YaxKEYk',b'734192',b'67',b'1712',b'482729',b'2423',b'True',b'False',b'False',b'False',b'2010-02-14 18:20:05'
b'@andylassner Nothing but a fashion event and Trump family fund raiser.  Do you really think Ivana Trump gives a fly\\u2026 https://t.co/oigzSlZ7TP',b'1229102948199723009',b'BWK',b'barrett0226',"b'Seattle, WA'",b'Believer in Constitution and our Democracy.  Dreaming of days of bipartisan efforts for all Americans.',b'47',b'85',b'1',b'4148',b'1954',b'False',b'False',b'False',b'False',b'2011-09-23 03:58:16'
"b'""Vapid."" Perfect word choice.\\n""a gossipy, vapid woman, obsessed by her own elegance""\\nThat describes Ivanka Trump 10\\u2026 https://t.co/n1TVMRQf0S'",b'1229102379666169859',b'\\U0001f310 Agent K \\u2796\\U0001f441\\ufe0f \\U0001f453 \\U0001f4e1 \\U0001f47d \\u2796\\U0001f30a',b'gary_kline',"b'Hoboken, NJ'","b'USAF vet, CompSci nerd, artist, tinkerer, nature lover, political on Twitter until Trump is OUT in 2021! #Resistance #VoteBlue2020 #BlueWave2020'",b'3828',b'3977',b'2',b'11213',b'19050',b'False',b'False',b'False',b'False',b'2010-11-09 20:52:41'
"b'Elegant,stunning and gorgeous. #IvankaTrump Middle East visit. https://t.co/Qb45jlnzBf'",b'1229098005522874368',b'PacificSouthwest71',b'SoCal9233',"b'Jets,NHRA Nitro and Rock&Roll,Baby!'",b'Nationalist Californian. Make Cali great.',b'204',b'469',b'12',b'37250',b'5656',b'False',b'False',b'True',b'False',b'2016-03-20 01:00:23'
"b""@Paul_VanDerMeer Girl don't know the meaning of trashy vulgarity. #IvankaTrump""",b'1229096555589726208',b'ben knight',b'benknight8',b'L.A.',b'',b'15',b'36',b'0',b'4458',b'2418',b'False',b'True',b'True',b'False',b'2011-09-19 20:21:54'
"b""Do not like #PeteButtigieg, but his kissing his spouse is less objectionable than #Trump's lust for #IvankaTrump. https://t.co/2pJ2vQjjJq""",b'1229094894771175424',b'Doris Fillion',b'DorisFillion',b'',b'',b'17',b'125',b'1',b'1230',b'961',b'False',b'False',b'True',b'False',b'2014-08-18 01:02:18'
b'@IvankaTrump \\u0643\\u0645\\u0627 \\u0646\\u0634\\u0631\\u062a #\\u0625\\u064a\\u0641\\u0627\\u0646\\u0643\\u0627_\\u062a\\u0631\\u0627\\u0645\\u0628 \\u0627\\u0644\\u062a\\u064a \\u062a\\u0634\\u0627\\u0631\\u0643 \\u0641\\u064a #\\u0645\\u0646\\u062a\\u062f\\u0649_\\u0627\\u0644\\u0645\\u0631\\u0623\\u0629_\\u0627\\u0644\\u0639\\u0627\\u0644\\u0645\\u064a- #\\u062f\\u0628\\u064a 2020 \\u0641\\u064a\\u062f\\u064a\\u0648 \\u064a\\u0638\\u0647\\u0631 \\u062c\\u0627\\u0646\\u0628\\u0627\\u064b \\u0645\\u0646 \\u0632\\u064a\\u0627\\u0631\\u062a\\u0647\\u0627 \\u0644\\u0640\\u2026 https://t.co/48MTf3ADau',b'1229093849651433473',b'\\u0635\\u062d\\u064a\\u0641\\u0629 \\u0627\\u0644\\u0628\\u064a\\u0627\\u0646',b'AlBayanNews',"b'Dubai , UAE'",b'\\u0635\\u062d\\u064a\\u0641\\u0629 \\u0625\\u0645\\u0627\\u0631\\u0627\\u062a\\u064a\\u0629 \\u064a\\u0648\\u0645\\u064a\\u0629 \\u0634\\u0627\\u0645\\u0644\\u0629 \\u062a\\u0635\\u062f\\u0631 \\u0639\\u0646 \\u0645\\u0624\\u0633\\u0633\\u0629 \\u062f\\u0628\\u064a \\u0644\\u0644\\u0625\\u0639\\u0644\\u0627\\u0645 #\\u0627\\u0644\\u0628\\u064a\\u0627\\u0646_\\u0627\\u0644\\u0642\\u0627\\u0631\\u0626_\\u062f\\u0627\\u0626\\u0645\\u0627 https://t.co/Vq7YaxKEYk',b'734193',b'67',b'1712',b'482729',b'2423',b'True',b'False',b'False',b'False',b'2010-02-14 18:20:05'
b'#\\u0625\\u064a\\u0641\\u0627\\u0646\\u0643\\u0627_\\u062a\\u0631\\u0627\\u0645\\u0628 \\u062a\\u0632\\u0648\\u0631 #\\u0645\\u0633\\u062c\\u062f_\\u0627\\u0644\\u0634\\u064a\\u062e_\\u0632\\u0627\\u064a\\u062f \\u0627\\u0644\\u0643\\u0628\\u064a\\u0631 \\u0641\\u064a #\\u0623\\u0628\\u0648\\u0638\\u0628\\u064a \\u0648\\u062a\\u0624\\u0643\\u062f \\u0623\\u0646 \\u0627\\u0644\\u062c\\u0627\\u0645\\u0639 \\u062a\\u062d\\u0641\\u0629 \\u0645\\u0639\\u0645\\u0627\\u0631\\u064a\\u0629 \\u0625\\u0633\\u0644\\u0627\\u0645\\u064a\\u0629 \\u0631\\u0627\\u0626\\u0639\\u0629 \\u0645\\u0646 \\u062d\\u064a\\u062b \\u0627\\u0644\\u062d\\u062f\\u0627\\u062b\\u0629 \\u0648\\u0627\\u2026 https://t.co/jIGdvHI7dN',b'1229092937545457669',b'\\u0635\\u062d\\u064a\\u0641\\u0629 \\u0627\\u0644\\u0628\\u064a\\u0627\\u0646',b'AlBayanNews',"b'Dubai , UAE'",b'\\u0635\\u062d\\u064a\\u0641\\u0629 \\u0625\\u0645\\u0627\\u0631\\u0627\\u062a\\u064a\\u0629 \\u064a\\u0648\\u0645\\u064a\\u0629 \\u0634\\u0627\\u0645\\u0644\\u0629 \\u062a\\u0635\\u062f\\u0631 \\u0639\\u0646 \\u0645\\u0624\\u0633\\u0633\\u0629 \\u062f\\u0628\\u064a \\u0644\\u0644\\u0625\\u0639\\u0644\\u0627\\u0645 #\\u0627\\u0644\\u0628\\u064a\\u0627\\u0646_\\u0627\\u0644\\u0642\\u0627\\u0631\\u0626_\\u062f\\u0627\\u0626\\u0645\\u0627 https://t.co/Vq7YaxKEYk',b'734193',b'67',b'1712',b'482729',b'2423',b'True',b'False',b'False',b'False',b'2010-02-14 18:20:05'
b'She fits that role well.\\n\\nAn advocate for women\\u2019s rights?\\n\\nShe wants to be a Sultana.\\n\\n@IvankaTrump is affront to a\\u2026 https://t.co/lkfGtZzbrB',b'1229092224232759297',b'Dante\\u2019s American Inferno \\u2122\\ufe0f         \\U0001f525\\U0001f1fa\\U0001f1f8\\U0001f525\\U0001f692 \\U0001f198',b'DanteUSAInferno',"b'Radical Centristville, USA\\U0001f1fa\\U0001f1f8'","b'|\\U0001f1fa\\U0001f1f8 IS A P.O.W. | \\u2018Indies\\u2019, Libertarians, \\u2018Libs\\u2019, Moderates & Real Conservatives, \\U0001f6d1Trump | Partisanship=Tribalism | #NeverTrump #CountryOverParty #centristAF'",b'11315',b'10982',b'11',b'94149',b'100103',b'False',b'False',b'True',b'False',b'2014-02-02 06:43:55'
"b""@roper_93 She's living the dream.\\n\\n#TrumpCrimeFamily \\n#TrumpCrimeSyndicate \\n#TrumpCorruption \\n#IvankaTrump is not a\\u2026 https://t.co/C3XwQO4ao7""",b'1229091966488543232',b'\\u2696Leah Krevit \\U0001f499',b'leahkrevit',"b'Far West Texas, USA'",b'Movies \\U0001f3ac Books \\U0001f4da Libraries! \\U0001f3e4\\U0001f4bb  #VoteBlue2020 \\U0001f30a  #KHive\\U0001f49b\\u2764\\U0001f49c #TurnTexasBlue\\U0001f499\\U0001f335 #ProChoice \\u270a\\U0001f3fd\\U0001f64b\\U0001f3fd\\u200d\\u2640\\ufe0f\\u2640\\ufe0f #FlipTheSenate \\U0001f499\\U0001f499\\U0001f499',b'6572',b'6330',b'14',b'107260',b'443029',b'False',b'False',b'False',b'False',b'2009-05-14 21:29:59'
b'@DavidYankovich @morethanmySLE We need to start investigating #KremlinBarbie &amp; #JaredTheDumbestMannequin. If #MAGA\\u2019\\u2026 https://t.co/zTFD5HPZNX',b'1229087896126144513',b'Avocado Toast? Make mine OK Boomer style!',b'PatrikyaK',"b""California's Central Coast ""","b'Lover of words, succulents, and black licorice. Learned to read at age 3. Voted at age 18 and every election since \\U0001f63b California native and damn proud of it!'",b'863',b'1059',b'1',b'45159',b'115587',b'False',b'False',b'True',b'False',b'2014-01-25 16:53:00'
b'@GayEqualGlobal Wow! That statue\\u2019s #Mushroom is bigger than Daddy\\u2019s @realDonaldTrump #IvankaTrump',b'1229087196172423169',b'SarcasmAsArt',b'jeff_brady_33',"b'Towson, MD'",b'Christian husb & daddy. Wickedly sarcastic/brutally honest. Not a fan of things orange. RT r endorsements  Most memes r mine #resist \\U0001f30a\\u2744\\ufe0fX\\u2019d by Baio & Bongino',b'2651',b'4933',b'2',b'11205',b'4338',b'False',b'False',b'True',b'False',b'2016-07-27 02:51:14'
"b""@grantstern I think she's representing herself and her family. Not the American people #IvankaTrump""",b'1229086935076962304',b'HortzG',b'gibby0816',"b'Florida, USA'",b'AllThingsAviation/Embry-Riddle Aeronautical Uni Alum/CoffeeQueen/RedWineLover/GymRat/NewsJunkie/TennisFreak/MiamiDolphins* MiamiHeat*NYY*LiverpoolFC*RealMadrid',b'356',b'163',b'114',b'50833',b'136',b'False',b'False',b'False',b'False',b'2009-02-25 17:43:12'
"b'@GayEqualGlobal What is that?\\nIt\\u2019s a book, #IvankaTrump.\\nOh...Interesting.  I\\u2019ve heard of those, but never actually\\u2026 https://t.co/WKpe60LGgg'",b'1229086544465682432',b'SarcasmAsArt',b'jeff_brady_33',"b'Towson, MD'",b'Christian husb & daddy. Wickedly sarcastic/brutally honest. Not a fan of things orange. RT r endorsements  Most memes r mine #resist \\U0001f30a\\u2744\\ufe0fX\\u2019d by Baio & Bongino',b'2651',b'4933',b'2',b'11205',b'4338',b'False',b'False',b'True',b'False',b'2016-07-27 02:51:14'
b'@IvankaTrump @TrumpWarRoom All you want to do is open markets for yourself. These are VERY minor changes. Get out o\\u2026 https://t.co/JgJx2S4byZ',b'1229084434873430018',b'Dancingbear',b'Dancingbear6',b'',b'',b'8',b'11',b'2',b'14339',b'1087',b'False',b'True',b'True',b'False',b'2018-03-17 18:17:24'
"b'#IvankaTrump @IvankaTrump lauds #Saudi, #UAE on #women\\u2019s rights reforms.\\n\\nhttps://t.co/WR5L2yFllr'",b'1229084258087600128',b'Zahack Tanvir',b'zahacktanvir',"b'Dammam, Kingdom of Saudi Arabi'",b'Saudi-based NRI \\u2013 Non Resident Indian | Dip. Journalism from London | Founder & Editor Milli Chronicle | ERP Consultant | Views Personal | Hates ISIS & MB',b'2634',b'632',b'7',b'10109',b'1890',b'False',b'False',b'False',b'False',b'2011-12-25 17:21:04'
"b'@IvankaTrump @AP Once Iraq, Libya, Afghanistan, Syria were also beautiful like Abu Dhabi But international politics\\u2026 https://t.co/2nQrDCUhs0'",b'1229083383634022401',b'\\u06af\\u0691\\u06cc\\u0627 \\u0635\\u062f\\u06cc\\u0642\\u06cc',b'kooldjrian2',b'Texas Jhansii KHI USA  ',b'blank_____________',b'8075',b'336',b'28',b'110749',b'209161',b'False',b'False',b'True',b'False',b'2015-07-30 22:18:32'
"b'#\\u0625\\u064a\\u0641\\u0627\\u0646\\u0643\\u0627_\\u062a\\u0631\\u0627\\u0645\\u0628 \\u062a\\u0635\\u0644 \\u0625\\u0644\\u0649 #\\u0627\\u0644\\u0625\\u0645\\u0627\\u0631\\u0627\\u062a \\u0644\\u0644\\u0645\\u0634\\u0627\\u0631\\u0643\\u0629 \\u0641\\u064a ""#\\u0645\\u0646\\u062a\\u062f\\u0649_\\u0627\\u0644\\u0645\\u0631\\u0623\\u0629_\\u0627\\u0644\\u0639\\u0627\\u0644\\u0645\\u064a - #\\u062f\\u0628\\u064a 2020""\\nhttps://t.co/0JNp2xytvP\\u2026 https://t.co/Fi4iSq1B4q'",b'1229082623055728643',b'nbnlebanon',b'nbntweets',b'Lebanon',b'',b'21066',b'259',b'66',b'79167',b'8',b'True',b'False',b'False',b'False',b'2012-11-16 14:03:31'
b'The stupid is strong with that family.. #IvankaTrump\\n#DonaldTrumpJr #GOP #MAGA https://t.co/tV8rip7TSJ',b'1229082144162689026',b'Mr. Cambridge Himself',b'BCP72',b'Wakanda',"b'Professional/Traveler /Political Junkie /Sports Fanatic. #SerenaWilliams: Change came \\u201cnot because we were welcomed, but because we wouldn\\u2019t stop winning.\\u201d'",b'790',b'1247',b'19',b'30130',b'62184',b'False',b'False',b'False',b'False',b'2009-04-01 14:23:35'
"b'#IsraeltheRegion #IvankaTrump #womensrights #UAEUnitedArabEmirates In Dubai, Ivanka Trump lauds Saudi Arabia, UAE o\\u2026 https://t.co/wmIA2lPUXj'",b'1229081772933054465',b'Manfred Rosenberg',b'4PawShop',b'Canada',"b'Our 4PawShop isn\\u2019t just a pet store. We are pet people, pet lovers and pet parents. We are just like you.\\U0001f415'",b'5378',b'3347',b'50',b'824147',b'398',b'False',b'False',b'False',b'False',b'2011-01-21 13:52:36'
b'@stuartpstevens #IvankaTrump demonstrating the made for TV regal walk. To be recommended carriage for all women for\\u2026 https://t.co/qHNEJoiCrr',b'1229080056229769216',b'Ed Rabitor',b'EdRabitor',"b'Connecticut, USA'","b'Navy Veteran, BA, MBA, father, grandfather, taxpayer, retired, humble citizen'",b'15',b'57',b'3',b'3432',b'542',b'False',b'False',b'True',b'False',b'2017-01-01 17:47:24'
b'#TrumpNotFitForOffice #IvankaTrump #TrumpCrimeFamilyForPrison https://t.co/LXDOTlvq2a https://t.co/LXIwxjVXsA',b'1229079724070199296',b'RESIST LYING CON ARTIST (AKA DOOFUS45) NOW\\U0001f30a\\U0001f1fa\\U0001f1f8\\U0001f30a',b'DClldnsrx',"b'Washington, DC'",b'\\U0001f30a\\U0001f1fa\\U0001f1f8\\U0001f30a#Resist #TrumpCrimeFamily #TraitorTrump #Follow4FollowUnFollow4UnFollow #NotMyPOTUS45 #FBR #Impeach45 #PHUCKDJTrumpAndTHOTUS NO DMS/NO TRUMPTARDS',b'622',b'535',b'0',b'4703',b'5832',b'False',b'False',b'False',b'False',b'2017-07-25 10:34:57'
b'@AntheRhodes @IvankaTrump Then her ideal man was irans genetal Suleiman...she even laundered money for him but dadd\\u2026 https://t.co/teuSIqdVN4',b'1229079394653622272',b'Booboo Kitty',b'CSBBB',b'',"b""I'm a dog...I HAVE no manners...I crap in public and don't clean it up.!!!!""",b'145',b'53',b'30',b'22483',b'403',b'False',b'False',b'True',b'False',b'2009-06-07 05:34:01'
b'@Cinnamongirl309 #IvankaTrump https://t.co/awacTyT4eD',b'1229077089162334209',b'Denise Cisternino',b'DeniseCis',b'',b'#NYGIANTS #YANKEES #Retired #Resister',b'184',b'695',b'1',b'3701',b'11913',b'False',b'False',b'True',b'False',b'2012-07-11 12:59:33'
b'@realDonaldTrump They love your ugliness at the Indy 500.  You will be cheered and adored by all who live vicarious\\u2026 https://t.co/DZJntqoeFB',b'1229076972749246464',b'Andy Burning Bush',b'andy_burning',"b'Seattle, Washington'",b'I used to be the quiet one  \\U0001f642 Now...#resist I am HORRIFIED by what this entire TRUMP CRIME FAMILY is doing to this country.  I am so sorry America.',b'793',b'751',b'0',b'46280',b'15262',b'False',b'False',b'False',b'False',b'2009-04-15 07:20:07'
b'\\u0625\\u064a\\u0641\\u0627\\u0646\\u0643\\u0627 \\u062a\\u0631\\u0627\\u0645\\u0628 \\u062a\\u0638\\u0647\\u0631 \\u0628\\u0627\\u0644\\u062d\\u062c\\u0627\\u0628 \\u0641\\u064a \\u0645\\u0633\\u062c\\u062f \\u0627\\u0644\\u0634\\u064a\\u062e \\u0632\\u0627\\u064a\\u062f \\u0628\\u0623\\u0628\\u0648\\u0638\\u0628\\u064a\\n\\n#\\u0645\\u0634\\u0627\\u0647\\u064a\\u0631 #\\u0623\\u062e\\u0628\\u0627\\u0631_\\u0627\\u0644\\u0645\\u0634\\u0627\\u0647\\u064a\\u0631 #ivankatrump #\\u0627\\u0644\\u0627\\u0645\\u0627\\u0631\\u0627\\u062a #\\u0623\\u0628\\u0648\\u0638\\u0628\\u064a\\u2026 https://t.co/5sIQNg0uN9',b'1229076737008467968',b'Foochia - \\u0641\\u0648\\u0634\\u064a\\u0627',b'foochia',b'Middle East',b'\\u0645\\u0648\\u0642\\u0639 \\u064a\\u0647\\u062a\\u0645 \\u0628\\u0634\\u0624\\u0648\\u0646 \\u0648\\u0634\\u062c\\u0648\\u0646 \\u0627\\u0644\\u0645\\u0631\\u0623\\u0629 \\u0627\\u0644\\u0639\\u0631\\u0628\\u064a\\u0629\\u060c \\u0645\\u0646\\u0647 \\u0646\\u0637\\u0644 \\u0639\\u0644\\u0649 \\u0639\\u0627\\u0644\\u0645 \\u0627\\u0644\\u0623\\u0632\\u064a\\u0627\\u0621\\u060c \\u0627\\u0644\\u062c\\u0645\\u0627\\u0644\\u060c \\u0627\\u0644\\u0631\\u0634\\u0627\\u0642\\u0629 \\u0648\\u0627\\u0644\\u0644\\u0628\\u0627\\u0642\\u0629\\u060c \\u0648\\u0646\\u062a\\u0627\\u0628\\u0639 \\u0623\\u062e\\u0628\\u0627\\u0631 \\u0627\\u0644\\u0645\\u0634\\u0627\\u0647\\u064a\\u0631 \\u0648\\u0627\\u0644\\u0641\\u0646 \\u0648\\u0627\\u0644\\u062b\\u0642\\u0627\\u0641\\u0629.',b'129661',b'511',b'137',b'76697',b'734',b'True',b'False',b'False',b'False',b'2015-01-21 05:39:38'
"b'@GypseyBarke @IvankaTrump @BrandonBeckham_ Botox eye lift chin implant lipo, breast implants ckeek implants false t\\u2026 https://t.co/Wp8vMfRAfi'",b'1229076302100983808',b'Booboo Kitty',b'CSBBB',b'',"b""I'm a dog...I HAVE no manners...I crap in public and don't clean it up.!!!!""",b'145',b'53',b'30',b'22483',b'403',b'False',b'False',b'True',b'False',b'2009-06-07 05:34:01'
b'@MagaTee1 @PhilLacio2 @pjcadams @kathlee73732050 @IvankaTrump Now now calm down hillbilly....give that lib 200k pla\\u2026 https://t.co/rpP46sVGkT',b'1229073767743098880',b'Booboo Kitty',b'CSBBB',b'',"b""I'm a dog...I HAVE no manners...I crap in public and don't clean it up.!!!!""",b'145',b'53',b'30',b'22483',b'403',b'False',b'False',b'True',b'False',b'2009-06-07 05:34:01'
b'@MBazilian @MaxBoot Handbags made in @SenTomCotton Wuhan super lab.\\n\\n#TrumpCrimeFamily #IvankaTrump #moron',b'1229073491699388416',b'Pat Toomey\\u2019s Bravery',b'BraveryPat',b'Laying low @ Keystone State',"b'Focused on the issues that matter only to me. Unflinchingly brave in the face of calm seas. Obviously, Jeff Flake\\u2019s last friend. Live by Occam\\u2019s razor!'",b'30',b'71',b'2',b'1123',b'407',b'False',b'False',b'True',b'False',b'2019-10-21 17:55:59'
b'@realDonaldTrump Flush the turd November 3rd!!  HA HA HA!!! #realDonaldTrump #WhiteHouse #Melaniatrump\\u2026 https://t.co/xRFquPtjNl',b'1229073228972212225',b'Andy Burning Bush',b'andy_burning',"b'Seattle, Washington'",b'I used to be the quiet one  \\U0001f642 Now...#resist I am HORRIFIED by what this entire TRUMP CRIME FAMILY is doing to this country.  I am so sorry America.',b'793',b'751',b'0',b'46280',b'15262',b'False',b'False',b'False',b'False',b'2009-04-15 07:20:07'
